best_callsign,best_field_strength,best_distance_km,stations_above_threshold,covered,lat,lon,min_dist_to_city_mi
XLR-969,7.83,90.85,0,False,48.0,-75.5,214.13422678365967
XLR-747,0.02,107.67,0,False,48.5,-75.5,248.3927438791399
XLR-749,10.54,83.41,0,False,49.0,-75.5,282.72140943289287
,0.0,,0,False,25.0,-75.0,325.4673307674153
,0.0,,0,False,25.5,-75.0,320.16269035182904
,0.0,,0,False,26.0,-75.0,315.71995639925547
,0.0,,0,False,26.5,-75.0,311.6802171718391
,0.0,,0,False,27.0,-75.0,311.4355579854502
,0.0,,0,False,27.5,-75.0,314.3921220847337
,0.0,,0,False,28.0,-75.0,320.6800551536046
,0.0,,0,False,28.5,-75.0,329.54640676982854
,0.0,,0,False,29.0,-75.0,341.0448649575144
,0.0,,0,False,29.5,-75.0,347.36806284050317
,0.0,,0,False,30.0,-75.0,326.6049836511821
,0.0,,0,False,30.5,-75.0,297.3679971392042
,0.0,,0,False,31.0,-75.0,269.3886313199215
,0.0,,0,False,31.5,-75.0,243.10150718862192
,0.0,,0,False,32.0,-75.0,213.67244150778686
,0.0,,0,False,32.5,-75.0,183.72962874680482
KIG-77,2.64,158.15,0,False,33.0,-75.0,155.7040227571722
KIG-77,7.67,124.41,0,False,33.5,-75.0,130.83352418265645
KIG-77,11.97,91.27,0,False,34.0,-75.0,111.25458018124249
KIG-77,25.11,59.76,0,False,34.5,-75.0,100.1211987861188
KIG-77,47.93,34.62,0,False,35.0,-75.0,72.54108449236075
KIG-77,47.76,34.83,0,False,35.5,-75.0,46.307138970184425
WWH-26,43.09,46.98,0,False,36.0,-75.0,37.460004957199324
WWH-26,38.95,52.33,0,False,36.5,-75.0,50.080927923122935
KJY-99,22.53,66.11,0,False,37.0,-75.0,60.54946969882989
KJY-99,45.59,39.19,0,False,37.5,-75.0,61.80847844596417
WXM-45,54.56,27.63,1,True,43.5,-75.0,30.132399940016306
KBS-508,30.87,42.79,0,False,44.0,-75.0,42.303127094135846
VBE-718,63.47,13.64,1,True,45.5,-75.0,39.78575993532861
VAF-367,38.48,26.26,0,False,46.0,-75.0,74.16978456849678
XLR-969,40.38,30.93,0,False,46.5,-75.0,108.65727184728091
XLR-969,28.02,35.38,0,False,47.0,-75.0,143.17347533839785
XLR-969,19.08,62.72,0,False,47.5,-75.0,177.70166259258008
XLR-969,17.26,94.88,0,False,48.0,-75.0,212.23598485641432
XLR-749,-0.86,104.23,0,False,48.5,-75.0,246.77386648388216
XLR-749,15.77,71.69,0,False,49.0,-75.0,281.3139964912771
,0.0,,0,False,25.0,-74.5,356.15790158206346
,0.0,,0,False,25.5,-74.5,351.1935704101918
,0.0,,0,False,26.0,-74.5,346.34564403185516
,0.0,,0,False,26.5,-74.5,342.53926230501014
,0.0,,0,False,27.0,-74.5,342.18715068202033
,0.0,,0,False,27.5,-74.5,344.80948028858063
,0.0,,0,False,28.0,-74.5,350.42239729730386
,0.0,,0,False,28.5,-74.5,358.618860253405
,0.0,,0,False,29.0,-74.5,369.5860041189728
,0.0,,0,False,29.5,-74.5,371.6764665218239
,0.0,,0,False,30.0,-74.5,342.7220231677171
,0.0,,0,False,30.5,-74.5,314.89434404574325
,0.0,,0,False,31.0,-74.5,288.5196438864329
,0.0,,0,False,31.5,-74.5,258.0626264414919
,0.0,,0,False,32.0,-74.5,228.63428216232754
,0.0,,0,False,32.5,-74.5,200.84104884430772
,0.0,,0,False,33.0,-74.5,175.4616629893025
KIG-77,6.3,134.26,0,False,33.5,-74.5,153.69658426323684
KIG-77,10.27,104.23,0,False,34.0,-74.5,137.27585933638233
KIG-77,13.87,78.04,0,False,34.5,-74.5,116.92114853595557
KIG-77,24.15,60.85,0,False,35.0,-74.5,90.26669140367693
KIG-77,24.15,60.84,0,False,35.5,-74.5,70.79815493258518
WWH-26,20.21,74.55,0,False,36.0,-74.5,65.29521028987892
WWH-26,17.62,77.89,0,False,36.5,-74.5,73.23582740431506
KJY-99,13.36,82.72,0,False,37.0,-74.5,87.28414822518182
KJY-99,25.0,63.18,0,False,37.5,-74.5,69.47657008561819
WXJ-94,28.57,58.73,0,False,38.0,-74.5,41.504078997983605
WXJ-94,44.61,40.49,0,False,38.5,-74.5,31.70381170717002
KSC-43,54.74,25.54,1,True,43.5,-74.5,32.096015631798636
CJH-20,70.21,10.44,1,True,45.5,-74.5,43.81803213250552
VAF-367,42.44,15.37,0,False,46.0,-74.5,76.38898900667908
VAF-367,36.53,19.55,0,False,46.5,-74.5,110.17038434227733
XLR-969,11.4,55.97,0,False,47.0,-74.5,144.31468314397102
XLR-969,24.4,76.14,0,False,47.5,-74.5,178.61388577535888
XLR-749,0.55,134.72,0,False,48.0,-74.5,212.99317088423257
XLR-749,-3.05,100.23,0,False,48.5,-74.5,247.4191579469009
XLR-749,-0.75,65.8,0,False,49.0,-74.5,281.87473602949564
,0.0,,0,False,25.0,-74.0,386.92721683242274
,0.0,,0,False,25.5,-74.0,382.1536101563799
,0.0,,0,False,26.0,-74.0,377.0233045903015
,0.0,,0,False,26.5,-74.0,373.40124493797515
,0.0,,0,False,27.0,-74.0,372.94818147618855
,0.0,,0,False,27.5,-74.0,375.27648260299185
,0.0,,0,False,28.0,-74.0,380.30923522884177
,0.0,,0,False,28.5,-74.0,387.92028886944576
,0.0,,0,False,29.0,-74.0,397.9520556197337
,0.0,,0,False,29.5,-74.0,388.21359969950794
,0.0,,0,False,30.0,-74.0,360.4989742323645
,0.0,,0,False,30.5,-74.0,332.8947858931585
,0.0,,0,False,31.0,-74.0,302.78474902564886
,0.0,,0,False,31.5,-74.0,273.7225557176818
,0.0,,0,False,32.0,-74.0,246.0797407325247
,0.0,,0,False,32.5,-74.0,220.39103558082067
,0.0,,0,False,33.0,-74.0,197.42073645031712
,0.0,,0,False,33.5,-74.0,178.22304830867864
KIG-77,7.92,122.54,0,False,34.0,-74.0,161.56758032645087
KIG-77,10.68,101.07,0,False,34.5,-74.0,134.7873861704044
KIG-77,12.37,88.33,0,False,35.0,-74.0,112.3287765018556
KIG-77,12.38,88.18,0,False,35.5,-74.0,97.23387657585883
KIG-77,10.73,100.68,0,False,36.0,-74.0,93.1539461148762
KIG-77,7.99,122.0,0,False,36.5,-74.0,98.84731362343744
KJY-99,10.5,104.02,0,False,37.0,-74.0,113.0186452217243
KJY-99,12.44,89.12,0,False,37.5,-74.0,85.23779405564363
WXJ-94,13.87,79.59,0,False,38.0,-74.0,64.37837307560548
WXJ-94,21.91,67.12,0,False,38.5,-74.0,55.60475799022569
KHB-38,45.91,35.48,0,False,39.0,-74.0,35.035099040037686
XLM-300,64.38,19.03,2,True,45.5,-74.0,47.1299000498894
VAF-367,30.39,30.5,0,False,46.0,-74.0,80.75171262128966
VAF-367,20.59,32.71,0,False,46.5,-74.0,114.92361583516502
VAF-367,11.38,59.97,0,False,47.0,-74.0,149.26829078223034
XLR-969,4.12,93.63,0,False,47.5,-74.0,182.6746725131643
VBB-499,11.92,67.64,0,False,48.0,-74.0,216.37787989951042
VBS-906,-3.96,68.72,0,False,48.5,-74.0,250.31108235271327
XLR-749,24.81,67.29,0,False,49.0,-74.0,284.39196376651114
,0.0,,0,False,25.0,-73.5,417.7574912546179
,0.0,,0,False,25.5,-73.5,413.0040959148098
,0.0,,0,False,26.0,-73.5,407.74079734957314
,0.0,,0,False,26.5,-73.5,404.2650734626932
,0.0,,0,False,27.0,-73.5,403.7160680978418
,0.0,,0,False,27.5,-73.5,405.7815162465036
,0.0,,0,False,28.0,-73.5,410.30856366994044
,0.0,,0,False,28.5,-73.5,417.40203966447666
,0.0,,0,False,29.0,-73.5,426.61073742082255
,0.0,,0,False,29.5,-73.5,406.2000078892884
,0.0,,0,False,30.0,-73.5,377.503549965703
,0.0,,0,False,30.5,-73.5,347.74834994487486
,0.0,,0,False,31.0,-73.5,318.9579538218644
,0.0,,0,False,31.5,-73.5,291.4184539974114
,0.0,,0,False,32.0,-73.5,265.51936407585475
,0.0,,0,False,32.5,-73.5,241.78839725279798
,0.0,,0,False,33.0,-73.5,220.92533783770216
,0.0,,0,False,33.5,-73.5,203.81280793990211
,0.0,,0,False,34.0,-73.5,179.53103383725804
,0.0,,0,False,34.5,-73.5,155.7502290674014
KIG-77,8.75,116.19,0,False,35.0,-73.5,136.64234248714845
KIG-77,8.78,115.92,0,False,35.5,-73.5,124.37998204727208
KIG-77,7.51,125.55,0,False,36.0,-73.5,121.06149031106581
KIG-77,5.0,143.09,0,False,36.5,-73.5,125.41888573192342
KJY-99,7.47,127.68,0,False,37.0,-73.5,129.31410404592825
KJY-99,9.03,115.71,0,False,37.5,-73.5,105.77360917419304
WXJ-94,10.6,103.39,0,False,38.0,-73.5,89.66941831274751
KHB-38,13.58,79.24,0,False,38.5,-73.5,78.73282229935965
KHB-38,26.5,57.1,0,False,39.0,-73.5,55.08044438992385
KHB-38,31.54,51.28,0,False,39.5,-73.5,47.342691851599916
KIG-60,65.94,49.7,1,True,44.0,-73.5,34.80818561996318
XLM-300,77.47,5.2,4,True,45.5,-73.5,51.67232102035144
VFN,53.77,31.74,1,True,46.0,-73.5,84.52738348581265
VAF-367,29.29,53.8,0,False,46.5,-73.5,118.34992289039533
XLR-411,-2.34,53.52,0,False,47.0,-73.5,152.49756005771806
VBB-499,19.74,34.06,0,False,47.5,-73.5,186.79208570003829
VBB-499,6.18,49.62,0,False,48.0,-73.5,220.93036970322555
VBB-499,3.77,78.43,0,False,48.5,-73.5,255.01588491547423
VBS-906,-5.18,53.28,0,False,49.0,-73.5,288.8144270577474
,0.0,,0,False,25.0,-73.0,448.63576715898256
,0.0,,0,False,25.5,-73.0,443.8626518065402
,0.0,,0,False,26.0,-73.0,438.4893369868613
,0.0,,0,False,26.5,-73.0,435.12993206031865
,0.0,,0,False,27.0,-73.0,434.48892492272614
,0.0,,0,False,27.5,-73.0,436.31616901782695
,0.0,,0,False,28.0,-73.0,440.39695830940394
,0.0,,0,False,28.5,-73.0,447.0279969440772
,0.0,,0,False,29.0,-73.0,451.9953004105966
,0.0,,0,False,29.5,-73.0,422.37487246764545
,0.0,,0,False,30.0,-73.0,392.90313633441184
,0.0,,0,False,30.5,-73.0,364.32117643886687
,0.0,,0,False,31.0,-73.0,336.8555615403923
,0.0,,0,False,31.5,-73.0,310.8023888023135
,0.0,,0,False,32.0,-73.0,286.54718149444477
,0.0,,0,False,32.5,-73.0,264.58487711766384
,0.0,,0,False,33.0,-73.0,245.5315367188249
,0.0,,0,False,33.5,-73.0,224.4263097156526
,0.0,,0,False,34.0,-73.0,199.90395432833344
,0.0,,0,False,34.5,-73.0,178.7229250013736
KIG-77,4.83,144.2,0,False,35.0,-73.0,162.19755737371844
KIG-77,4.89,143.83,0,False,35.5,-73.0,151.8554648635372
KIG-77,3.69,151.55,0,False,36.0,-73.0,148.98989156034463
KIG-77,1.31,166.23,0,False,36.5,-73.0,152.44882445529083
KJY-99,3.85,152.62,0,False,37.0,-73.0,148.87916187089377
KJY-99,5.37,142.59,0,False,37.5,-73.0,128.82005037335975
KHB-38,7.72,123.16,0,False,38.0,-73.0,115.80398987029632
KHB-38,10.89,98.68,0,False,38.5,-73.0,97.34309365306952
KHB-38,13.2,81.83,0,False,39.0,-73.0,79.2047238218455
KHB-38,13.82,77.72,0,False,39.5,-73.0,69.41804744501853
KWO-35,31.18,73.26,0,False,40.0,-73.0,51.00954455506748
VFN,60.89,16.25,2,True,45.5,-73.0,47.721992881190516
CJH-21,70.22,6.34,2,True,46.0,-73.0,82.19319647011734
XLR-411,53.71,17.07,1,True,46.5,-73.0,116.70925651637447
VBB-499,31.73,34.53,0,False,47.0,-73.0,151.23946454642095
VBB-499,51.51,10.81,1,True,47.5,-73.0,185.77593166182402
VBB-499,-7.98,37.8,0,False,48.0,-73.0,220.31571437811021
VBS-906,24.15,23.59,0,False,48.5,-73.0,254.8574646490273
VBS-906,35.13,35.97,0,False,49.0,-73.0,274.659896887665
,0.0,,0,False,25.0,-72.5,479.55237792611206
,0.0,,0,False,25.5,-72.5,474.7159156021056
,0.0,,0,False,26.0,-72.5,469.26240225836705
,0.0,,0,False,26.5,-72.5,465.99518933202285
,0.0,,0,False,27.0,-72.5,465.2653328142744
,0.0,,0,False,27.5,-72.5,466.87419000118103
,0.0,,0,False,28.0,-72.5,470.5568927426186
,0.0,,0,False,28.5,-72.5,476.70960051220516
,0.0,,0,False,29.0,-72.5,467.45973302691436
,0.0,,0,False,29.5,-72.5,438.2186483559079
,0.0,,0,False,30.0,-72.5,409.8006988142113
,0.0,,0,False,30.5,-72.5,382.3894490727693
,0.0,,0,False,31.0,-72.5,356.21737667076366
,0.0,,0,False,31.5,-72.5,331.57804547792165
,0.0,,0,False,32.0,-72.5,308.8385248615569
,0.0,,0,False,32.5,-72.5,288.44847568282637
,0.0,,0,False,33.0,-72.5,269.4481220112216
,0.0,,0,False,33.5,-72.5,244.44975920055174
,0.0,,0,False,34.0,-72.5,222.02361625265976
,0.0,,0,False,34.5,-72.5,203.02387810805124
,0.0,,0,False,35.0,-72.5,188.4895536236333
,0.0,,0,False,35.5,-72.5,179.5085976613498
KIG-77,-0.68,178.17,0,False,36.0,-72.5,176.92871345092965
KIG-77,-2.77,190.67,0,False,36.5,-72.5,179.72988832310688
KJY-99,-0.34,178.28,0,False,37.0,-72.5,170.59208976125325
WXJ-94,1.45,167.75,0,False,37.5,-72.5,153.2480756964922
KHB-38,5.04,141.79,0,False,38.0,-72.5,140.72323129279658
KHB-38,8.0,121.01,0,False,38.5,-72.5,119.08505503759658
KHB-38,9.76,107.54,0,False,39.0,-72.5,104.62293409791316
WXM-80,11.3,96.19,0,False,39.5,-72.5,89.36645185806915
WXM-80,24.98,62.02,0,False,40.0,-72.5,55.948783165577936
XLR-412,48.28,24.95,0,False,45.0,-72.5,31.42223052297637
XLR-412,66.94,18.03,1,True,45.5,-72.5,55.422810762361195
XLR-412,54.37,49.14,2,True,46.0,-72.5,86.8502998644384
XLR-411,76.26,6.72,2,True,46.5,-72.5,120.00506850757588
VBB-499,22.97,35.2,0,False,47.0,-72.5,153.77390412029024
VBB-499,47.09,12.79,0,False,47.5,-72.5,187.82589262230343
VBB-499,26.27,38.4,0,False,48.0,-72.5,222.03079405349786
VBS-906,53.88,6.53,1,True,48.5,-72.5,238.0990092469707
VBS-906,30.48,28.02,0,False,49.0,-72.5,255.44724430503487
,0.0,,0,False,25.0,-72.0,510.49996110548915
,0.0,,0,False,25.5,-72.0,505.5784940939395
,0.0,,0,False,26.0,-72.0,500.05504361008275
,0.0,,0,False,26.5,-72.0,496.860340961358
,0.0,,0,False,27.0,-72.0,496.0441944880489
,0.0,,0,False,27.5,-72.0,497.4508296405442
,0.0,,0,False,28.0,-72.0,500.77499570428586
,0.0,,0,False,28.5,-72.0,506.4270256918169
,0.0,,0,False,29.0,-72.0,483.6751196060714
,0.0,,0,False,29.5,-72.0,455.3889319278274
,0.0,,0,False,30.0,-72.0,428.01851332556987
,0.0,,0,False,30.5,-72.0,401.7510782607532
,0.0,,0,False,31.0,-72.0,376.817362625208
,0.0,,0,False,31.5,-72.0,353.49969908215934
,0.0,,0,False,32.0,-72.0,332.1386275489479
,0.0,,0,False,32.5,-72.0,313.13482420242997
,0.0,,0,False,33.0,-72.0,289.25328452960684
,0.0,,0,False,33.5,-72.0,266.0004157528147
,0.0,,0,False,34.0,-72.0,245.4176933990632
,0.0,,0,False,34.5,-72.0,228.22868431057412
,0.0,,0,False,35.0,-72.0,215.24796387005964
,0.0,,0,False,35.5,-72.0,207.26771425080207
,0.0,,0,False,36.0,-72.0,204.8731089899504
KJY-99,-6.79,217.37,0,False,36.5,-72.0,207.16230672081505
KJY-99,-4.68,204.41,0,False,37.0,-72.0,193.73153737149434
KHB-38,-2.1,185.44,0,False,37.5,-72.0,178.49078355659358
KHB-38,1.69,162.78,0,False,38.0,-72.0,161.22789934735482
KHB-38,4.56,144.88,0,False,38.5,-72.0,142.58275051750903
KHB-38,6.25,133.67,0,False,39.0,-72.0,129.9737151358533
WXM-80,10.45,102.71,0,False,39.5,-72.0,98.17403914898678
WXM-80,17.88,71.64,0,False,40.0,-72.0,69.06529995078132
WXM-80,37.62,45.85,0,False,40.5,-72.0,47.84127634019259
WWG-50,80.56,7.12,1,True,44.5,-72.0,32.53946384474772
XLR-412,65.03,24.57,1,True,45.0,-72.0,50.73753663250694
XLR-420,58.22,42.76,2,True,45.5,-72.0,71.08372804864845
XLR-412,49.26,48.96,0,False,46.0,-72.0,97.50183216463198
XLM-369,56.64,32.71,3,True,46.5,-72.0,127.85605807560472
XLR-411,50.53,46.17,1,True,47.0,-72.0,159.92057185287584
VBB-499,33.47,36.06,0,False,47.5,-72.0,192.84413495619313
XLR-285,27.96,67.98,0,False,48.0,-72.0,203.02182088901745
VBS-906,55.12,23.98,2,True,48.5,-72.0,217.91089519434226
VBS-906,53.88,36.23,1,True,49.0,-72.0,236.93381842098538
,0.0,,0,False,25.0,-71.5,541.4728054109629
,0.0,,0,False,25.5,-71.5,536.2007122996331
,0.0,,0,False,26.0,-71.5,530.8634297018153
,0.0,,0,False,26.5,-71.5,527.7249724846355
,0.0,,0,False,27.0,-71.5,526.8246404981275
,0.0,,0,False,27.5,-71.5,528.0424072051164
,0.0,,0,False,28.0,-71.5,531.0408879186912
,0.0,,0,False,28.5,-71.5,529.2589585319224
,0.0,,0,False,29.0,-71.5,501.0804547954153
,0.0,,0,False,29.5,-71.5,473.7411611603709
,0.0,,0,False,30.0,-71.5,447.3949542118901
,0.0,,0,False,30.5,-71.5,422.2277783385021
,0.0,,0,False,31.0,-71.5,398.46310435661655
,0.0,,0,False,31.5,-71.5,376.3667008306193
,0.0,,0,False,32.0,-71.5,356.24913003254665
,0.0,,0,False,32.5,-71.5,334.25059580099685
,0.0,,0,False,33.0,-71.5,310.40918560738606
,0.0,,0,False,33.5,-71.5,288.7360485744897
,0.0,,0,False,34.0,-71.5,269.75431677307404
,0.0,,0,False,34.5,-71.5,254.0679441976528
,0.0,,0,False,35.0,-71.5,242.31775188254187
,0.0,,0,False,35.5,-71.5,235.09468231634972
,0.0,,0,False,36.0,-71.5,232.82046911560613
,0.0,,0,False,36.5,-71.5,234.69240876305554
,0.0,,0,False,37.0,-71.5,217.842849282236
KHB-38,-5.43,205.64,0,False,37.5,-71.5,204.24574740423205
KHB-38,-2.08,185.32,0,False,38.0,-71.5,183.40863513635318
KHB-38,0.55,169.65,0,False,38.5,-71.5,167.09657066733993
WXM-80,4.51,145.12,0,False,39.0,-71.5,141.28699240984463
WXM-80,8.85,115.06,0,False,39.5,-71.5,112.62748734896456
WXM-80,12.38,88.33,0,False,40.0,-71.5,88.28722505332979
WXM-80,20.34,68.93,0,False,40.5,-71.5,65.2264972867279
KHB-47,40.11,45.15,0,False,41.0,-71.5,34.47138514566829
WNG-544,85.57,3.99,1,True,45.0,-71.5,37.34273557846838
XLR-420,67.37,18.74,2,True,45.5,-71.5,70.96020264136001
XLR-527,41.58,28.84,0,False,46.0,-71.5,105.18179813740376
XLR-527,65.61,20.5,2,True,46.5,-71.5,139.49494649923756
XLM-369,55.87,12.25,1,True,47.0,-71.5,165.75980465195818
VBB-499,2.96,59.39,0,False,47.5,-71.5,170.445578194984
XLR-285,31.53,51.75,0,False,48.0,-71.5,181.69392044472593
XLR-285,62.89,31.44,1,True,48.5,-71.5,198.39170723190514
XLR-285,30.17,41.06,0,False,49.0,-71.5,219.29765437833342
,0.0,,0,False,25.0,-71.0,572.466407232351
,0.0,,0,False,25.5,-71.0,566.8587690855327
,0.0,,0,False,26.0,-71.0,561.6845420687973
,0.0,,0,False,26.5,-71.0,558.5887343958113
,0.0,,0,False,27.0,-71.0,557.6059663195978
,0.0,,0,False,27.5,-71.0,558.6460193575512
,0.0,,0,False,28.0,-71.0,561.3463867866473
,0.0,,0,False,28.5,-71.0,546.8711223508687
,0.0,,0,False,29.0,-71.0,519.5558090293373
,0.0,,0,False,29.5,-71.0,493.1430220791654
,0.0,,0,False,30.0,-71.0,467.7856696667523
,0.0,,0,False,30.5,-71.0,443.66476040082836
,0.0,,0,False,31.0,-71.0,420.99287866543574
,0.0,,0,False,31.5,-71.0,400.0164849671274
,0.0,,0,False,32.0,-71.0,379.4070449899109
,0.0,,0,False,32.5,-71.0,355.12487070760915
,0.0,,0,False,33.0,-71.0,332.6577524371151
,0.0,,0,False,33.5,-71.0,312.3975456638088
,0.0,,0,False,34.0,-71.0,294.79961633190084
,0.0,,0,False,34.5,-71.0,280.3657307114059
,0.0,,0,False,35.0,-71.0,269.6045525817303
,0.0,,0,False,35.5,-71.0,262.9673549278373
,0.0,,0,False,36.0,-71.0,260.769224073465
,0.0,,0,False,36.5,-71.0,258.9828012071273
,0.0,,0,False,37.0,-71.0,242.63588639292442
,0.0,,0,False,37.5,-71.0,225.613395762251
KHB-38,-5.97,208.9,0,False,38.0,-71.0,206.72608868073533
WXM-80,-2.62,188.18,0,False,38.5,-71.0,184.74740821224214
WXM-80,2.32,158.66,0,False,39.0,-71.0,156.3198210063927
WXM-80,6.56,131.6,0,False,39.5,-71.0,130.86899221760083
WXM-80,9.68,108.87,0,False,40.0,-71.0,103.64681969483068
WXM-80,11.7,93.67,0,False,40.5,-71.0,69.76481462003775
KEC-73,31.68,53.87,0,False,41.0,-71.0,37.129212918207735
KZZ-41,46.56,23.98,0,False,44.0,-71.0,36.03405455021343
KZZ-41,63.25,52.58,1,True,45.0,-71.0,37.66701080711109
XLR-420,76.09,6.87,1,True,45.5,-71.0,71.12989460422139
XLR-527,60.33,24.16,1,True,46.0,-71.0,105.2953403798685
XLR-527,69.4,13.21,1,True,46.5,-71.0,139.64864517700482
VDD-464,56.26,40.64,4,True,47.0,-71.0,142.2172074111305
XLM-369,17.49,52.26,0,False,47.5,-71.0,147.88211820883924
XLR-285,13.81,42.32,0,False,48.0,-71.0,160.93004629221906
XLR-285,72.37,10.49,2,True,48.5,-71.0,179.76042589917904
XLR-285,39.38,28.57,0,False,49.0,-71.0,202.76862054466622
,0.0,,0,False,25.0,-70.5,603.4771624177974
,0.0,,0,False,25.5,-70.5,597.5507208793692
,0.0,,0,False,26.0,-70.5,592.5159644681335
,0.0,,0,False,26.5,-70.5,589.4513250666422
,0.0,,0,False,27.0,-70.5,588.387589156508
,0.0,,0,False,27.5,-70.5,589.2593389739076
,0.0,,0,False,28.0,-70.5,591.6849506876088
,0.0,,0,False,28.5,-70.5,565.4608825867841
,0.0,,0,False,29.0,-70.5,538.9907866981397
,0.0,,0,False,29.5,-70.5,513.4751508884801
,0.0,,0,False,30.0,-70.5,489.06339203157626
,0.0,,0,False,30.5,-70.5,465.9290554109943
,0.0,,0,False,31.0,-70.5,444.27174559650473
,0.0,,0,False,31.5,-70.5,424.31769043471735
,0.0,,0,False,32.0,-70.5,400.0767549777334
,0.0,,0,False,32.5,-70.5,377.0064449425623
,0.0,,0,False,33.0,-70.5,355.7935724736717
,0.0,,0,False,33.5,-70.5,336.78929854218194
,0.0,,0,False,34.0,-70.5,320.3868866690437
,0.0,,0,False,34.5,-70.5,307.00365468593117
,0.0,,0,False,35.0,-70.5,297.04796421404603
,0.0,,0,False,35.5,-70.5,290.8719734853941
,0.0,,0,False,36.0,-70.5,288.71834048046776
,0.0,,0,False,36.5,-70.5,282.9611971066821
,0.0,,0,False,37.0,-70.5,267.9208503999068
,0.0,,0,False,37.5,-70.5,248.03868099924466
,0.0,,0,False,38.0,-70.5,228.42104916305274
WXM-80,-4.98,202.39,0,False,38.5,-70.5,200.13068830442057
WXM-80,-0.45,175.17,0,False,39.0,-70.5,174.11100801924118
KEC-73,3.81,152.58,0,False,39.5,-70.5,143.45710509988885
KEC-73,8.82,118.04,0,False,40.0,-70.5,110.9319545088517
KEC-73,11.68,83.52,0,False,40.5,-70.5,80.11717290473113
KEC-73,37.87,49.02,0,False,41.0,-70.5,51.66085131107858
KZZ-41,39.45,42.72,0,False,44.5,-70.5,31.24179333575223
WNG-547,49.25,9.35,0,False,45.0,-70.5,51.4516094363721
XLR-420,38.04,30.28,0,False,45.5,-70.5,77.68863448771683
XLR-527,33.65,38.47,0,False,46.0,-70.5,108.52717179610251
XLR-527,44.06,32.61,0,False,46.5,-70.5,119.98783917703189
VCC-3,78.86,4.99,3,True,47.0,-70.5,118.69016486048068
XLR-611,26.99,25.17,0,False,47.5,-70.5,125.65154581393956
VCJ-4,38.01,27.81,0,False,48.0,-70.5,140.98067631716
XLR-285,41.55,16.66,0,False,48.5,-70.5,162.32398328188856
XLR-285,30.75,31.34,0,False,49.0,-70.5,187.64030539473998
,0.0,,0,False,25.0,-70.0,634.4319956718693
,0.0,,0,False,25.5,-70.0,628.271176604348
,0.0,,0,False,26.0,-70.0,623.3557343867905
,0.0,,0,False,26.5,-70.0,620.3124787608848
,0.0,,0,False,27.0,-70.0,619.1690176191632
,0.0,,0,False,27.5,-70.0,619.8804732525025
,0.0,,0,False,28.0,-70.0,611.4548163720193
,0.0,,0,False,28.5,-70.0,584.9346673271073
,0.0,,0,False,29.0,-70.0,559.2849639137329
,0.0,,0,False,29.5,-70.0,534.6310087518583
,0.0,,0,False,30.0,-70.0,511.116918285534
,0.0,,0,False,30.5,-70.0,488.9071910479082
,0.0,,0,False,31.0,-70.0,468.1874962525464
,0.0,,0,False,31.5,-70.0,445.22165028874366
,0.0,,0,False,32.0,-70.0,421.6776346879512
,0.0,,0,False,32.5,-70.0,399.72944746149176
,0.0,,0,False,33.0,-70.0,379.6539621167087
,0.0,,0,False,33.5,-70.0,361.7630840525994
,0.0,,0,False,34.0,-70.0,346.3954777301985
,0.0,,0,False,34.5,-70.0,333.8997250573695
,0.0,,0,False,35.0,-70.0,324.60765285755656
,0.0,,0,False,35.5,-70.0,318.79951927321065
,0.0,,0,False,36.0,-70.0,316.6670845933617
,0.0,,0,False,36.5,-70.0,307.5130296987657
,0.0,,0,False,37.0,-70.0,290.36503646491724
,0.0,,0,False,37.5,-70.0,271.30614286003294
,0.0,,0,False,38.0,-70.0,244.05568972043184
,0.0,,0,False,38.5,-70.0,217.45442417168917
KEC-73,-3.37,189.43,0,False,39.0,-70.0,184.97901992119694
KEC-73,2.26,155.39,0,False,39.5,-70.0,153.41058826916205
KEC-73,8.34,121.63,0,False,40.0,-70.0,123.4469076275889
KEC-73,12.66,88.47,0,False,40.5,-70.0,94.56357392597086
KEC-73,32.22,57.0,0,False,41.0,-70.0,67.33095688952685
KEC-73,55.05,32.5,1,True,41.5,-70.0,50.11509475913565
KEC-73,30.72,35.38,0,False,42.0,-70.0,52.860500782025596
WNG-574,39.85,33.94,0,False,42.5,-70.0,36.15745601907121
KZZ-41,45.27,109.32,0,False,43.0,-70.0,39.481880175653984
KZZ-41,59.37,81.54,2,True,45.0,-70.0,35.58896562955808
WNG-547,66.55,35.76,1,True,45.5,-70.0,68.0780680671277
WNG-542,42.71,42.96,0,False,46.0,-70.0,95.33373836326291
VDD-464,24.38,43.52,0,False,46.5,-70.0,96.4221434597163
VDD-464,65.58,11.09,1,True,47.0,-70.0,95.19152231267894
XLR-611,66.6,20.45,3,True,47.5,-70.0,103.96881588253413
VCJ-3,45.67,15.94,0,False,48.0,-70.0,122.2462415079377
VCJ-3,46.98,20.64,0,False,48.5,-70.0,146.51045195614788
XLR-285,39.46,46.72,0,False,49.0,-70.0,174.2785744395893
,0.0,,0,False,25.0,-69.5,665.2890017443879
,0.0,,0,False,25.5,-69.5,659.0157240147537
,0.0,,0,False,26.0,-69.5,654.2022363408261
,0.0,,0,False,26.5,-69.5,651.1719570527547
,0.0,,0,False,27.0,-69.5,649.9498300085646
,0.0,,0,False,27.5,-69.5,650.5078617058256
,0.0,,0,False,28.0,-69.5,630.971671760943
,0.0,,0,False,28.5,-69.5,605.2067561774861
