best_callsign,best_field_strength,best_distance_km,stations_above_threshold,covered,city,state_id,lat,lng,population,county_name
KHB-60,59.19,6.05,1,True,Renton,WA,47.4757,-122.1904,100953.0,King
WXM-62,47.46,22.95,0,False,Chehalis,WA,46.6649,-122.966,7498.0,Lewis
KHB-60,77.74,5.65,2,True,Mercer Island,WA,47.5624,-122.2265,25134.0,King
KHB-60,64.81,21.67,2,True,Lynnwood,WA,47.8285,-122.3034,38092.0,Snohomish
WXM-62,71.91,19.21,1,True,Centralia,WA,46.7226,-122.9695,41077.0,Lewis
KHB-60,67.01,19.51,3,True,Mountlake Terrace,WA,47.7921,-122.3077,21182.0,Snohomish
KHB-60,58.03,11.39,2,True,Seattle,WA,47.6217,-122.3238,3541236.0,King
WXL-86,67.96,17.48,1,True,Liberty Lake,WA,47.6687,-117.1031,9209.0,Spokane
WXL-86,63.62,28.84,1,True,Airway Heights,WA,47.6464,-117.5802,6672.0,Spokane
KHB-60,67.32,18.83,2,True,Brier,WA,47.7924,-122.2736,6743.0,Snohomish
WWG-24,72.6,9.7,3,True,Port Townsend,WA,48.1219,-122.7873,8782.0,Jefferson
WWG-24,64.9,23.6,1,True,Oak Harbor,WA,48.2965,-122.6331,34689.0,Island
WWG-24,35.93,35.33,0,False,Anacortes,WA,48.4878,-122.6291,17667.0,Skagit
WWF-56,72.29,18.38,2,True,Grandview,WA,46.2432,-119.9082,18909.0,Yakima
WXM-48,51.6,32.66,1,True,Quincy,WA,47.2342,-119.8512,7644.0,Grant
WNG-604,36.47,16.77,0,False,Kelso,WA,46.1249,-122.8907,12047.0,Cowlitz
WXL-86,61.52,36.85,1,True,Cheney,WA,47.49,-117.5789,12213.0,Spokane
WXM-62,72.98,16.98,1,True,Lacey,WA,47.0444,-122.7933,47688.0,Thurston
KIG-75,80.87,6.84,1,True,Selah,WA,46.648,-120.5388,7768.0,Yakima
KHB-60,41.77,26.66,0,False,Sultan,WA,47.8703,-121.8036,8681.0,Snohomish
KHB-60,66.07,21.73,3,True,Edmonds,WA,47.8114,-122.3534,41840.0,Snohomish
KHB-60,68.16,17.07,1,True,Lake Forest Park,WA,47.7592,-122.2877,13266.0,King
KIG-75,79.48,8.04,1,True,Yakima,WA,46.5926,-120.5492,133687.0,Yakima
KHB-60,62.77,20.63,1,True,Pacific,WA,47.261,-122.2507,7122.0,King
KHB-60,45.01,12.53,0,False,Snoqualmie,WA,47.5292,-121.8409,25455.0,King
KAD-93,73.35,9.4,3,True,Lynden,WA,48.9502,-122.4542,16966.0,Whatcom
KHB-60,66.3,19.37,2,True,Federal Way,WA,47.3091,-122.3358,96757.0,King
KHB-60,65.39,22.51,1,True,Mill Creek,WA,47.8631,-122.2037,20303.0,Snohomish
WXM-62,54.38,31.46,2,True,Lakewood,WA,47.1627,-122.5299,60665.0,Pierce
XKK-506,53.15,45.17,1,True,Port Angeles,WA,48.1141,-123.4565,23818.0,Clallam
KIG-75,59.02,13.69,2,True,Wapato,WA,46.4435,-120.4213,7723.0,Yakima
KHB-60,46.21,43.3,0,False,Arlington,WA,48.1698,-122.144,19112.0,Snohomish
KHB-60,78.54,5.16,1,True,Sammamish,WA,47.6045,-122.0446,63773.0,King
KHB-60,71.05,12.24,1,True,Covington,WA,47.3665,-122.105,20478.0,King
WXM-48,73.88,8.83,1,True,Wenatchee,WA,47.4251,-120.329,71426.0,Chelan
WWF-49,42.58,15.49,0,False,Omak,WA,48.4214,-119.5178,8208.0,Okanogan
WWG-24,55.54,46.61,1,True,Sedro-Woolley,WA,48.5095,-122.2344,11476.0,Skagit
WWF-56,69.84,20.58,2,True,Sunnyside,WA,46.3159,-120.0058,17931.0,Yakima
WXM-62,62.94,49.0,1,True,Normandy Park,WA,47.4344,-122.3436,6651.0,King
WXM-62,62.1,51.06,2,True,SeaTac,WA,47.4444,-122.2985,28873.0,King
WXM-62,68.37,28.98,1,True,Steilacoom,WA,47.1702,-122.5938,6309.0,Pierce
WNG-604,70.08,13.65,2,True,Ridgefield,WA,45.8112,-122.7053,6318.0,Clark
WWF-56,70.01,23.91,2,True,Kennewick,WA,46.1979,-119.1732,229624.0,Benton
WXK-98,36.42,37.54,0,False,Pullman,WA,46.7327,-117.1634,33204.0,Whitman
WNG-604,52.13,20.57,1,True,Longview,WA,46.1471,-122.9642,65156.0,Cowlitz
WWF-56,77.09,10.56,1,True,West Richland,WA,46.3115,-119.3996,14198.0,Benton
WXL-86,11.07,56.19,0,False,Colville,WA,48.545,-117.8975,5088.0,Stevens
WWF-56,73.85,15.33,1,True,Prosser,WA,46.2065,-119.7659,6040.0,Benton
KHB-60,70.74,12.69,1,True,Maple Valley,WA,47.3664,-122.037,25698.0,King
KHB-60,54.73,17.24,1,True,Auburn,WA,47.3039,-122.2108,77472.0,King
WWG-24,55.48,41.53,1,True,Burlington,WA,48.4676,-122.3298,8768.0,Skagit
WWF-56,63.81,40.2,1,True,Connell,WA,46.6627,-118.8403,5243.0,Franklin
KHB-60,48.76,21.41,0,False,Bainbridge Island,WA,47.6439,-122.5434,24404.0,Kitsap
KHB-60,65.03,23.1,2,True,Edgewood,WA,47.2309,-122.2832,10734.0,Pierce
KHB-60,67.57,18.29,2,True,Shoreline,WA,47.7563,-122.3425,55333.0,King
WWF-56,66.52,35.93,1,True,Othello,WA,46.8226,-119.1654,12324.0,Adams
WXM-62,67.39,32.43,3,True,University Place,WA,47.2146,-122.5461,33288.0,Pierce
WWG-24,39.68,23.1,0,False,Poulsbo,WA,47.7417,-122.6408,10400.0,Kitsap
WXM-62,66.53,35.9,2,True,Hoquiam,WA,46.9857,-123.9006,8434.0,Grays Harbor
WWF-56,34.85,63.65,0,False,Ephrata,WA,47.3119,-119.5342,7289.0,Grant
KHB-60,71.4,11.76,2,True,Kent,WA,47.3887,-122.2128,127514.0,King
WWG-24,62.92,29.71,1,True,Mukilteo,WA,47.9096,-122.3035,21462.0,Snohomish
KHB-60,69.5,11.56,1,True,Kirkland,WA,47.6996,-122.1982,87701.0,King
KHB-60,71.07,9.27,1,True,Redmond,WA,47.6776,-122.1176,62458.0,King
KHB-60,73.7,9.01,1,True,Tukwila,WA,47.4749,-122.2727,20033.0,King
WXM-62,69.88,24.32,1,True,Yelm,WA,46.9398,-122.6261,16125.0,Thurston
WXM-62,75.72,12.35,1,True,Olympia,WA,47.0417,-122.8958,194532.0,Thurston
KHB-60,46.4,24.31,0,False,Fife,WA,47.2327,-122.3519,10103.0,Pierce
WWG-24,57.22,36.66,1,True,Port Orchard,WA,47.516,-122.6616,13945.0,Kitsap
WXM-62,64.78,44.08,1,True,Bremerton,WA,47.5436,-122.7121,214549.0,Kitsap
KHB-60,35.73,31.73,0,False,Lake Stevens,WA,48.0028,-122.0964,31679.0,Snohomish
WXM-62,40.48,21.24,0,False,Montesano,WA,47.0108,-123.5868,8385.0,Grays Harbor
XLA-726,56.57,31.5,2,True,Sequim,WA,48.0747,-123.0948,20330.0,Clallam
KHB-60,64.09,26.28,2,True,Tacoma,WA,47.2431,-122.4531,211277.0,Pierce
KHB-60,69.37,14.84,1,True,Woodinville,WA,47.7568,-122.1479,12000.0,King
WXM-62,61.62,47.76,2,True,Ocean Shores,WA,46.9686,-124.1521,5463.0,Grays Harbor
WWF-56,40.56,52.97,0,False,Moses Lake,WA,47.1276,-119.2762,36662.0,Grant
WXM-62,44.04,42.37,0,False,Puyallup,WA,47.1794,-122.2901,40640.0,Pierce
KHB-60,43.48,23.18,0,False,Sumner,WA,47.219,-122.2337,9969.0,Pierce
WWF-56,55.97,63.88,1,True,Walla Walla,WA,46.0678,-118.3364,56509.0,Walla Walla
KHB-60,68.44,16.52,1,True,Bothell,WA,47.774,-122.2039,44546.0,King
WXM-62,77.35,10.27,1,True,Tumwater,WA,46.9925,-122.9227,22538.0,Thurston
KHB-60,69.48,14.69,1,True,Duvall,WA,47.7354,-121.9726,7701.0,King
KHB-60,52.65,22.56,1,True,Monroe,WA,47.8594,-121.9854,18408.0,Snohomish
WXK-98,68.17,20.73,1,True,Clarkston,WA,46.4154,-117.0501,7341.0,Asotin
KHB-60,43.45,26.98,0,False,Gig Harbor,WA,47.335,-122.5966,9110.0,Pierce
WXM-62,63.63,48.2,2,True,Des Moines,WA,47.3914,-122.3154,31172.0,King
KHB-60,56.54,26.54,1,True,Snohomish,WA,47.9277,-122.0971,9915.0,Snohomish
WWF-56,73.54,15.92,2,True,Richland,WA,46.2828,-119.2939,54989.0,Benton
WNG-604,73.52,9.19,1,True,Woodland,WA,45.9147,-122.7503,6333.0,Cowlitz
KIG-98,47.46,31.2,0,False,Washougal,WA,45.5812,-122.3433,15466.0,Clark
KHB-60,43.86,25.36,0,False,Bonney Lake,WA,47.1789,-122.1698,20310.0,Pierce
WXL-86,67.34,18.77,1,True,Spokane Valley,WA,47.6625,-117.2345,96340.0,Spokane
KHB-60,80.4,4.18,3,True,Bellevue,WA,47.5953,-122.155,141400.0,King
KHB-60,48.43,37.21,0,False,Marysville,WA,48.0812,-122.1559,163547.0,Snohomish
KHB-60,63.1,2.71,1,True,Newcastle,WA,47.5304,-122.1633,11567.0,King
KHB-60,31.24,16.04,0,False,North Bend,WA,47.4899,-121.7741,6739.0,King
KHB-60,61.96,24.26,2,True,Enumclaw,WA,47.2018,-121.9898,11654.0,King
WXM-62,73.05,16.86,1,True,Shelton,WA,47.2186,-123.1128,18981.0,Mason
XKK-506,56.42,47.34,2,True,Bellingham,WA,48.7534,-122.4683,123933.0,Whatcom
KHB-60,44.44,15.82,0,False,Kenmore,WA,47.7531,-122.246,22357.0,King
WXN-21,65.73,17.79,2,True,Ellensburg,WA,47.001,-120.5491,22847.0,Kittitas
WXM-62,69.7,24.81,1,True,DuPont,WA,47.1079,-122.6496,9497.0,Pierce
WWG-24,59.52,44.38,1,True,Granite Falls,WA,48.0874,-121.9705,6421.0,Snohomish
WXM-62,63.59,43.21,2,True,Milton,WA,47.2522,-122.3153,7970.0,Pierce
WWG-24,62.51,31.19,1,True,Stanwood,WA,48.245,-122.3427,7073.0,Snohomish
WXM-48,72.73,10.08,1,True,East Wenatchee,WA,47.4172,-120.2809,13968.0,Douglas
WXL-86,65.58,23.01,1,True,Spokane,WA,47.6671,-117.433,400936.0,Spokane
WXM-48,18.02,25.76,0,False,Chelan,WA,47.8414,-120.026,6023.0,Chelan
KIG-98,67.62,33.13,2,True,Camas,WA,45.6006,-122.4301,22449.0,Clark
KAD-93,80.27,4.23,2,True,Blaine,WA,48.9839,-122.7406,5164.0,Whatcom
KIG-75,80.11,7.46,1,True,Union Gap,WA,46.5569,-120.4937,6110.0,Yakima
WWF-56,69.97,24.08,2,True,Pasco,WA,46.2499,-119.1271,70579.0,Franklin
KHB-60,83.12,3.04,1,True,Issaquah,WA,47.5414,-122.0436,37322.0,King
KIG-75,72.29,18.4,2,True,Toppenish,WA,46.3807,-120.3125,14550.0,Yakima
WXM-62,34.46,44.49,0,False,Orting,WA,47.0967,-122.2113,7693.0,Pierce
KHB-60,46.17,28.81,0,False,Fircrest,WA,47.2308,-122.5157,6780.0,Pierce
WNG-604,64.96,24.76,1,True,Vancouver,WA,45.6352,-122.5972,174826.0,Clark
WNG-604,69.15,15.25,2,True,Battle Ground,WA,45.7763,-122.5415,20110.0,Clark
WWF-56,54.18,62.28,1,True,College Place,WA,46.043,-118.3869,9142.0,Walla Walla
WWG-24,60.46,39.74,1,True,Mount Vernon,WA,48.4203,-122.3114,68613.0,Skagit
KAD-93,69.03,10.31,1,True,Ferndale,WA,48.8525,-122.5893,13403.0,Whatcom
WXM-62,49.71,31.54,0,False,Aberdeen,WA,46.9768,-123.8083,28863.0,Grays Harbor
KHB-60,48.26,28.38,0,False,Everett,WA,47.9524,-122.1672,109043.0,Snohomish
KHB-60,71.4,11.73,2,True,Burien,WA,47.4761,-122.3393,50997.0,King
KHB-36,82.9,9.91,1,True,Manassas Park,VA,38.7717,-77.4448,15915.0,Manassas Park (city)
KHB-36,63.38,17.24,1,True,Fairfax,VA,38.8531,-77.2998,24164.0,Fairfax (city)
WWG-68,29.63,28.87,0,False,Big Stone Gap,VA,36.8615,-82.7774,7885.0,Wise
KZZ-28,43.12,17.45,0,False,Waynesboro,VA,38.0673,-78.9012,21887.0,Waynesboro (city)
WXL-60,35.94,55.91,0,False,Lexington,VA,37.7825,-79.444,8765.0,Lexington (city)
WXM-42,53.26,34.76,1,True,Winchester,VA,39.1734,-78.1745,72928.0,Winchester (city)
KZZ-28,27.6,40.63,0,False,Orange,VA,38.2484,-78.1125,5179.0,Orange
WXM-73,35.79,29.79,0,False,Strasburg,VA,38.9944,-78.3541,7218.0,Shenandoah
WXL-60,57.77,23.06,1,True,Radford,VA,37.1229,-80.5583,17483.0,Radford (city)
WXK-65,86.33,4.06,1,True,Richmond,VA,37.5294,-77.4755,1041877.0,Richmond (city)
KHB-37,67.08,24.1,1,True,Virginia Beach,VA,36.7335,-76.0435,1487505.0,Virginia Beach (city)
KHB-36,58.57,23.77,1,True,Herndon,VA,38.9699,-77.3867,24393.0,Fairfax
KHB-37,80.41,13.16,1,True,Chesapeake,VA,36.6778,-76.3024,237940.0,Chesapeake (city)
KHB-36,49.07,38.12,0,False,Purcellville,VA,39.1378,-77.7109,14645.0,Loudoun
WXM-72,36.02,39.25,0,False,Covington,VA,37.7786,-79.9868,7804.0,Covington (city)
KZZ-28,77.28,15.77,1,True,Charlottesville,VA,38.0374,-78.4856,99664.0,Charlottesville (city)
KHB-37,78.88,13.79,1,True,Smithfield,VA,36.9753,-76.6162,10652.0,Isle of Wight
KHB-37,80.75,12.71,1,True,Norfolk,VA,36.8945,-76.259,245115.0,Norfolk (city)
KHB-36,78.43,7.54,1,True,Dumfries,VA,38.567,-77.3234,5186.0,Prince William
WXK-65,69.88,22.24,1,True,Petersburg,VA,37.2042,-77.3914,31882.0,Petersburg (city)
WXL-60,23.33,46.68,0,False,Clifton Forge,VA,37.8232,-79.825,5080.0,Alleghany
KHB-36,68.95,22.71,2,True,Falls Church,VA,38.8846,-77.1751,14014.0,Falls Church (city)
WXL-60,42.59,19.84,0,False,Rocky Mount,VA,37.0045,-79.8855,6047.0,Franklin
WNG-588,45.47,35.34,0,False,Galax,VA,36.666,-80.9176,6652.0,Galax (city)
KZZ-28,58.6,43.13,1,True,Farmville,VA,37.2968,-78.3993,8916.0,Prince Edward
WXL-42,71.89,35.42,3,True,Martinsville,VA,36.6827,-79.8636,34132.0,Martinsville (city)
KJY-86,61.11,28.29,2,True,Danville,VA,36.5831,-79.4088,48015.0,Danville (city)
KHB-36,84.07,8.62,1,True,Manassas,VA,38.748,-77.484,41483.0,Manassas (city)
KHB-37,80.74,12.68,1,True,Suffolk,VA,36.6953,-76.6398,89273.0,Suffolk (city)
WXM-73,35.11,37.79,0,False,Harrisonburg,VA,38.4362,-78.8735,72470.0,Harrisonburg (city)
WZ-2527,98.77,0.86,1,True,Fredericksburg,VA,38.2992,-77.4871,164610.0,Fredericksburg (city)
KHB-36,76.2,20.3,1,True,Warrenton,VA,38.7177,-77.7973,9861.0,Fauquier
WZ-2500,41.88,25.08,0,False,Marion,VA,36.8389,-81.5135,7808.0,Smyth
WXM-73,41.91,26.49,0,False,Broadway,VA,38.6083,-78.8016,6513.0,Rockingham
KZZ-28,37.03,38.28,0,False,Bridgewater,VA,38.3863,-78.9674,6048.0,Rockingham
KHB-36,62.22,32.23,1,True,Culpeper,VA,38.4705,-78.0002,19544.0,Culpeper
WXL-60,79.08,15.33,1,True,Vinton,VA,37.2747,-79.8886,8185.0,Roanoke
WXL-60,68.22,15.4,2,True,Blacksburg,VA,37.23,-80.4277,93560.0,Montgomery
KHB-37,86.42,6.59,1,True,Portsmouth,VA,36.8468,-76.354,95252.0,Portsmouth (city)
KHB-37,74.58,20.22,1,True,Newport News,VA,37.1052,-76.5185,181825.0,Newport News (city)
WXL-60,84.71,8.0,1,True,Salem,VA,37.2864,-80.0554,25549.0,Salem (city)
KHB-36,37.48,33.56,0,False,Leesburg,VA,39.1057,-77.5543,52607.0,Loudoun
WZ-2500,60.29,19.63,2,True,Pulaski,VA,37.0531,-80.7624,15625.0,Pulaski
KZZ-28,39.65,28.04,0,False,Staunton,VA,38.1593,-79.0608,58077.0,Staunton (city)
WZ-2500,87.21,3.31,1,True,Wytheville,VA,36.953,-81.0881,7114.0,Wythe
WXK-47,77.99,12.29,1,True,Bristol,VA,36.618,-82.1607,16960.0,Bristol (city)
WXK-65,67.42,18.14,1,True,Ashland,VA,37.7597,-77.4715,7649.0,Hanover
KHB-37,74.23,17.51,1,True,Hampton,VA,37.0551,-76.3629,135410.0,Hampton (city)
WXL-60,81.26,11.93,1,True,Roanoke,VA,37.2784,-79.9581,215793.0,Roanoke (city)
KHB-37,67.56,34.04,1,True,Williamsburg,VA,37.2691,-76.7075,81840.0,Williamsburg (city)
WXM-42,43.57,51.38,0,False,Front Royal,VA,38.926,-78.1837,19557.0,Warren
WNG-736,75.55,10.44,2,True,Alexandria,VA,38.8184,-77.0861,155810.0,Alexandria (city)
WWG-69,38.17,25.04,0,False,Norton,VA,36.9317,-82.626,10259.0,Norton (city)
KHB-36,64.73,21.08,1,True,Vienna,VA,38.8996,-77.2597,16468.0,Fairfax
WXL-92,85.74,4.42,2,True,Lynchburg,VA,37.4004,-79.1911,123795.0,Lynchburg (city)
WWG-33,63.14,16.82,1,True,Emporia,VA,36.6953,-77.5356,6393.0,Emporia (city)
WXM-73,46.42,22.37,0,False,Woodstock,VA,38.8753,-78.5158,7225.0,Shenandoah
WZ-2543,71.39,2.47,1,True,Richlands,VA,37.0877,-81.8082,8938.0,Tazewell
KHB-37,68.54,22.67,1,True,Poquoson,VA,37.1318,-76.3569,12017.0,Poquoson (city)
WXL-92,65.04,22.7,2,True,Bedford,VA,37.3359,-79.5181,7259.0,Bedford
WXK-47,73.72,20.15,1,True,Abingdon,VA,36.7089,-81.9711,8083.0,Washington
KHB-37,62.61,27.68,2,True,Franklin,VA,36.6831,-76.9386,8913.0,Franklin (city)
WXK-65,66.52,19.8,1,True,Hopewell,VA,37.2914,-77.2985,22735.0,Hopewell (city)
WXL-60,29.39,57.02,0,False,Buena Vista,VA,37.7316,-79.3565,6341.0,Buena Vista (city)
KJY-86,97.67,1.78,1,True,South Boston,VA,36.7131,-78.9135,8109.0,Halifax
WXL-60,79.62,14.45,1,True,Christiansburg,VA,37.1411,-80.4028,22088.0,Montgomery
WXK-65,65.6,18.27,1,True,Colonial Heights,VA,37.265,-77.3969,17772.0,Colonial Heights (city)
KIH-28,52.37,36.87,2,True,Newark,DE,39.6777,-75.7573,33398.0,New Castle
WXJ-94,62.51,22.08,1,True,Milford,DE,38.9095,-75.4232,20683.0,Sussex
WXK-97,58.47,21.54,1,True,Middletown,DE,39.4451,-75.7165,32540.0,New Castle
WXJ-94,89.31,4.71,2,True,Millsboro,DE,38.5865,-75.3018,10403.0,Sussex
KEC-92,73.45,10.46,2,True,Seaford,DE,38.6539,-75.6118,7736.0,Sussex
WXJ-94,76.81,11.45,1,True,Lewes,DE,38.7784,-75.1455,27008.0,Sussex
KIH-28,50.2,27.31,1,True,Elsmere,DE,39.7385,-75.5946,6106.0,New Castle
WXJ-94,80.68,9.45,2,True,Georgetown,DE,38.6899,-75.3872,10136.0,Sussex
KIH-28,65.02,24.58,1,True,Wilmington,DE,39.7349,-75.5286,71442.0,New Castle
WXJ-94,80.36,9.54,1,True,Ocean View,DE,38.5357,-75.0991,13612.0,Sussex
WXK-97,55.9,21.34,1,True,Dover,DE,39.16,-75.5204,116114.0,Kent
KIH-28,58.53,29.14,1,True,New Castle,DE,39.6689,-75.5684,5357.0,New Castle
WXK-97,62.13,18.47,1,True,Smyrna,DE,39.2922,-75.6079,11371.0,Kent
KIG-65,74.9,15.88,1,True,Kaukauna,WI,44.2777,-88.2645,15900.0,Outagamie
KEC-60,85.94,6.97,1,True,Oconomowoc,WI,43.0993,-88.4952,16526.0,Waukesha
WXJ-87,89.31,4.69,2,True,Verona,WI,42.9879,-89.5371,12969.0,Dane
WXL-64,70.18,15.89,2,True,Platteville,WI,42.7334,-90.4716,12550.0,Grant
WXJ-88,61.9,30.91,1,True,Rice Lake,WI,45.4862,-91.7448,9468.0,Barron
WWG-87,84.45,8.28,1,True,North Fond du Lac,WI,43.8107,-88.4861,5034.0,Fond du Lac
WXJ-87,79.37,14.85,2,True,Windsor,WI,43.2165,-89.3393,6785.0,Dane
KIG-65,80.42,11.97,1,True,Howard,WI,44.5703,-88.0924,19410.0,Brown
KEC-60,57.53,25.43,2,True,Burlington,WI,42.6748,-88.2724,23990.0,Racine
WXJ-88,55.35,24.27,1,True,Chippewa Falls,WI,44.9358,-91.3903,14084.0,Chippewa
WNG-552,80.54,8.91,1,True,Waupaca,WI,44.3508,-89.0719,7598.0,Waupaca
KXI-41,62.95,22.57,3,True,Lake Geneva,WI,42.5825,-88.4283,14974.0,Walworth
WXJ-87,85.49,7.34,1,True,Fitchburg,WI,42.9859,-89.4255,28875.0,Dane
WXJ-89,65.69,18.06,1,True,Merrill,WI,45.1818,-89.7005,9818.0,Lincoln
WXJ-87,82.63,10.18,3,True,Monona,WI,43.054,-89.3334,8179.0,Dane
KEC-60,55.02,37.39,3,True,Beaver Dam,WI,43.4687,-88.8312,18121.0,Dodge
KIG-65,73.72,17.75,1,True,Little Chute,WI,44.2889,-88.3184,11250.0,Outagamie
WXJ-88,58.28,25.68,1,True,Baldwin,WI,44.9543,-92.3708,5856.0,St. Croix
KZZ-76,86.42,3.61,1,True,Mount Pleasant,WI,42.7129,-87.8875,26360.0,Racine
KEC-60,65.18,25.85,2,True,Shorewood,WI,43.0913,-87.8863,13368.0,Milwaukee
WXJ-87,64.36,31.94,3,True,Columbus,WI,43.3354,-89.0299,6674.0,Columbia
KZZ-57,81.74,11.32,2,True,Beloit,WI,42.523,-89.0184,63470.0,Rock
KEC-60,72.01,20.15,2,True,Greenfield,WI,42.9619,-88.005,36858.0,Milwaukee
KZZ-76,66.34,20.06,2,True,Greendale,WI,42.9371,-88.0019,14211.0,Milwaukee
KIG-65,78.79,15.9,1,True,Suamico,WI,44.6352,-88.0664,12588.0,Brown
KEC-60,84.78,7.95,1,True,Pewaukee,WI,43.0853,-88.2523,8176.0,Waukesha
WWG-87,86.34,6.68,1,True,Fond du Lac,WI,43.7719,-88.4396,54811.0,Fond du Lac
KEC-60,87.94,5.52,1,True,Hartland,WI,43.1024,-88.3398,9212.0,Waukesha
WWG-90,79.24,5.53,2,True,Edgerton,WI,42.8385,-89.0698,7327.0,Rock
KEC-60,67.69,20.0,1,True,Hartford,WI,43.3215,-88.3777,14605.0,Washington
KEC-60,68.95,26.02,3,True,Elkhorn,WI,42.6711,-88.5376,12198.0,Walworth
WNG-565,86.93,6.24,3,True,Rhinelander,WI,45.6361,-89.4255,8769.0,Oneida
KHA-47,83.42,5.11,2,True,Baraboo,WI,43.4696,-89.7378,13902.0,Sauk
WXJ-89,58.04,32.62,2,True,Plover,WI,44.4614,-89.5373,12552.0,Portage
WWG-90,78.51,6.12,3,True,Janesville,WI,42.6855,-89.0137,70299.0,Rock
KXI-41,64.89,18.86,3,True,Twin Lakes,WI,42.5192,-88.249,6081.0,Kenosha
WXN-69,61.21,28.34,2,True,Marinette,WI,45.087,-87.6305,18947.0,Marinette
KZZ-76,75.6,10.12,2,True,Pleasant Prairie,WI,42.5265,-87.8895,20734.0,Kenosha
KEC-60,67.08,16.7,2,True,Muskego,WI,42.8859,-88.1291,24882.0,Waukesha
WWG-91,43.41,23.43,0,False,Manitowoc,WI,44.099,-87.6812,45261.0,Manitowoc
WXJ-89,83.7,9.03,1,True,Kronenwetter,WI,44.8163,-89.5806,7619.0,Marathon
WXJ-88,66.68,24.07,1,True,Lake Hallie,WI,44.8921,-91.4201,6650.0,Chippewa
KZZ-76,80.82,5.95,2,True,Kenosha,WI,42.5861,-87.8755,124580.0,Kenosha
KEC-60,65.43,21.45,1,True,Slinger,WI,43.3318,-88.2799,5287.0,Washington
KEC-60,59.41,21.13,3,True,Jefferson,WI,43.0042,-88.8084,8024.0,Jefferson
KEC-60,62.17,18.43,2,True,Hales Corners,WI,42.941,-88.0492,7674.0,Milwaukee
KEC-60,81.18,11.03,1,True,Sussex,WI,43.1338,-88.2233,10765.0,Waukesha
KZZ-76,72.48,10.36,2,True,Union Grove,WI,42.687,-88.0501,6980.0,Racine
KEC-60,75.14,12.55,1,True,Mukwonago,WI,42.8569,-88.3273,21532.0,Waukesha
KEC-60,67.46,20.15,1,True,Watertown,WI,43.1893,-88.7285,23304.0,Jefferson
WWG-87,63.39,25.91,2,True,Ripon,WI,43.8436,-88.8386,7961.0,Fond du Lac
WXJ-86,82.9,9.87,1,True,Onalaska,WI,43.888,-91.2075,18697.0,La Crosse
WXJ-87,91.36,3.73,2,True,Middleton,WI,43.1059,-89.5073,19109.0,Dane
KZZ-78,94.67,2.53,1,True,Ashland,WI,46.5801,-90.8715,7063.0,Ashland
KEC-60,57.05,20.47,2,True,Waterford,WI,42.7653,-88.2164,5378.0,Racine
KZZ-57,53.74,29.34,3,True,Delavan,WI,42.6281,-88.6324,12045.0,Walworth
KE2XKP,67.16,11.54,2,True,Sparta,WI,43.9403,-90.8084,10086.0,Monroe
WXJ-87,78.98,15.56,2,True,De Forest,WI,43.2319,-89.3424,9690.0,Dane
WXJ-86,85.71,7.12,1,True,La Crosse,WI,43.8234,-91.2279,102427.0,La Crosse
KIG-65,79.91,9.86,1,True,Hobart,WI,44.4965,-88.1602,8599.0,Brown
KEC-60,69.0,21.94,2,True,Whitewater,WI,42.8371,-88.734,14352.0,Walworth
WXJ-89,61.98,28.26,2,True,Stevens Point,WI,44.524,-89.5506,43735.0,Portage
WWG-86,70.11,13.62,1,True,Prairie du Chien,WI,43.044,-91.139,6647.0,Crawford
KIG-65,72.1,19.35,3,True,Kimberly,WI,44.267,-88.3382,6739.0,Outagamie
WXJ-87,77.97,17.48,3,True,Sun Prairie,WI,43.1829,-89.2353,32820.0,Dane
KHA-47,77.4,10.19,2,True,Prairie du Sac,WI,43.2922,-89.7337,8397.0,Sauk
WWG-87,74.97,18.73,2,True,Oshkosh,WI,44.0242,-88.561,75057.0,Winnebago
WXJ-87,70.83,22.66,2,True,Evansville,WI,42.7781,-89.2967,5954.0,Rock
WXJ-89,68.12,29.54,1,True,Marshfield,WI,44.6633,-90.1731,18760.0,Wood
KEC-60,57.94,29.94,1,True,Grafton,WI,43.3205,-87.9482,11568.0,Ozaukee
KZZ-76,66.04,19.16,2,True,Cudahy,WI,42.9467,-87.8638,18200.0,Milwaukee
WWG-91,87.51,2.25,1,True,Sheboygan,WI,43.7448,-87.7317,70436.0,Sheboygan
KZZ-76,76.8,9.03,2,True,Caledonia,WI,42.7987,-87.8763,24910.0,Racine
KEC-60,66.01,15.79,1,True,Menomonee Falls,WI,43.1487,-88.1227,36769.0,Waukesha
WXJ-89,89.19,4.78,1,True,Rothschild,WI,44.8761,-89.6172,5347.0,Marathon
WXJ-89,85.49,7.31,1,True,Weston,WI,44.8905,-89.5488,15092.0,Marathon
KEC-60,65.85,19.51,1,True,Germantown,WI,43.2343,-88.1217,20027.0,Washington
WXJ-88,81.92,11.09,1,True,Menominee,WI,44.8893,-91.9087,18063.0,Dunn
WNG-552,79.86,8.93,1,True,New London,WI,44.395,-88.7393,7512.0,Waupaca
KHA-47,67.42,18.72,1,True,Reedsburg,WI,43.5346,-89.9971,9526.0,Sauk
WWG-91,41.44,26.98,0,False,Port Washington,WI,43.3847,-87.8851,11642.0,Ozaukee
WWG-87,62.95,16.2,2,True,Kiel,WI,43.9167,-88.0266,6841.0,Manitowoc
WXJ-87,82.37,10.51,2,True,Mount Horeb,WI,43.0061,-89.7317,7448.0,Dane
