yr,mo,dy,st,mag,slat,slon,len,wid
2011,4,27,AL,4,34.7948,-85.909,30.24,1320
2011,4,27,MS,3,32.2882,-89.1817,10.27,440
2011,4,27,AL,3,34.0289,-87.9421,31.84,1320
2011,4,27,AL,3,32.6152,-88.0543,72.13,1760
2011,4,27,MS,4,32.0296,-89.5042,122.04,1050
2011,4,27,AL,3,33.8129,-87.8108,7.96,880
2011,4,27,AL,5,34.3907,-85.9784,36.63,1320
2011,4,27,AL,4,33.6792,-86.5699,97.33,1760
2011,4,27,TN,4,35.5324,-84.0504,14.45,1320
2011,4,27,GA,4,34.8744,-85.1785,48.0,800
2011,4,27,AL,4,32.6174,-86.193,44.18,880
2011,4,27,GA,3,34.2703,-84.8674,23.05,880
2011,4,27,TN,4,35.34,-85.42,40.16,880
2011,4,27,GA,3,34.6656,-83.9427,36.99,900
2011,4,27,TN,3,36.035,-82.808,15.8,1500
2011,4,27,GA,3,33.1663,-84.5806,21.68,880
2011,4,27,GA,3,32.9958,-84.321,30.82,1056
2011,4,27,TN,3,36.106,-82.702,13.6,1000
2011,4,27,VA,3,36.65,-81.95,19.63,1320
2011,4,9,IA,3,42.1535,-95.8283,3.38,1200
2011,4,9,IA,3,42.3549,-95.286,10.14,1760
2011,4,9,IA,3,42.5191,-95.1291,29.37,2640
2011,4,9,IA,4,42.7293,-94.8557,3.2,587
2011,5,21,KS,3,38.5053,-96.0036,10.11,700
2011,5,22,MO,5,37.0524,-94.5932,21.62,1600
2011,5,22,OK,3,36.4812,-94.8951,17.93,1550
2011,5,24,OK,3,36.059,-98.644,13.2,880
2011,5,24,OK,3,35.35,-98.441,8.6,800
2011,5,24,OK,5,35.444,-98.287,63.1,1760
2011,5,24,OK,4,35.008,-97.961,33.3,880
2011,5,24,OK,4,34.88,-97.732,23.1,880
2011,5,24,AR,4,35.2781,-93.9515,45.71,2200
2011,5,24,AR,3,35.4227,-93.5302,29.01,1430
2011,5,25,MO,3,36.8147,-90.8492,47.41,1200
2011,5,25,IN,3,38.8597,-86.3642,6.75,300
2011,5,26,LA,3,30.6156,-90.0491,6.06,150
2011,6,20,KS,3,39.4898,-99.872,11.87,600
2011,6,20,KS,3,39.7377,-99.7765,3.94,100
2011,6,20,KS,3,39.9001,-99.6932,8.4,100
2011,6,20,NE,3,40.7833,-99.364,10.0,1320
2011,6,20,NE,3,41.0764,-97.7156,9.49,880
2011,6,1,MA,3,42.1,-72.75,37.58,880
2011,7,17,ND,3,46.49,-98.63,16.18,880
2011,8,11,NE,3,42.5634,-100.209,0.52,900
2012,10,17,MS,3,32.4374,-89.4521,14.36,880
2012,12,25,TX,3,31.1613,-95.3208,9.72,300
2012,12,25,MS,3,30.65,-89.681,60.34,300
2012,1,23,AL,3,33.6228,-86.7411,15.69,800
2012,2,29,MO,3,36.9,-90.1891,19.96,700
2012,2,29,IL,4,37.6945,-88.65,26.09,325
2012,3,15,MI,3,42.3956,-83.9571,7.57,800
2012,3,18,NE,3,41.0149,-100.872,6.7,100
2012,3,18,NE,3,41.1444,-100.872,1.71,100
2012,3,2,AL,3,34.7597,-86.9531,33.99,250
2012,3,2,TN,3,35.128,-85.1608,41.0,400
2012,3,2,IN,4,38.4316,-86.1893,45.05,800
2012,3,2,IN,3,39.0667,-85.407,8.69,350
2012,3,2,KY,4,38.791,-84.633,9.85,880
2012,3,2,KY,3,38.835,-84.353,20.41,440
2012,3,2,KY,3,37.905,-83.6146,84.99,1580
2012,3,2,KY,3,37.7012,-83.2745,49.04,1320
2012,3,2,GA,3,33.8681,-85.2964,29.02,200
2012,3,3,GA,3,31.008,-83.2517,10.45,390
2012,4,14,KS,4,38.406,-98.257,50.28,400
2012,4,14,KS,3,37.6134,-99.3765,48.02,1720
2012,4,14,KS,3,37.9451,-98.8958,39.67,2640
2012,4,14,KS,3,37.155,-97.8,18.11,400
2012,4,14,KS,3,37.548,-97.348,13.2,1760
2012,4,14,OK,3,36.1133,-99.7837,34.0,400
2012,4,3,TX,3,32.7495,-96.47,7.73,150
2012,5,19,KS,3,37.3576,-98.2344,9.72,100
2012,5,19,KS,3,37.27,-98.22,9.68,150
2013,10,4,NE,4,42.128,-97.077,18.34,2429
2013,10,4,NE,3,42.4339,-97.8817,6.43,590
2013,10,4,IA,4,42.3319,-96.1086,24.7,2600
2013,11,17,IL,4,40.622,-89.5678,46.36,880
2013,11,17,IL,4,38.42,-89.45,10.59,200
2013,11,17,IL,3,39.8413,-88.3291,18.74,440
2013,11,17,IL,3,40.2351,-88.1663,29.83,880
2013,11,17,MO,3,37.0209,-89.7338,14.25,600
2013,11,17,IN,3,40.3462,-86.8342,37.91,100
2013,11,17,KY,3,37.098,-88.8781,42.5,500
2013,11,17,KY,3,37.7006,-87.9403,14.12,200
2013,11,17,KY,3,37.1533,-87.4898,8.23,200
2013,1,30,GA,3,34.3411,-84.9527,21.78,900
2013,2,10,MS,4,31.2802,-89.4665,21.65,1320
2013,4,11,MS,3,32.6393,-88.8665,66.35,1320
2013,5,15,TX,4,32.412,-97.754,2.5,400
2013,5,15,TX,3,32.255,-97.495,7.79,1733
2013,5,18,KS,4,38.1429,-99.4706,7.0,1100
2013,5,19,OK,3,35.693,-97.232,20.84,1200
2013,5,19,OK,4,35.2531,-97.3001,23.0,1500
2013,5,20,OK,5,35.284,-97.628,13.85,1900
2013,5,27,KS,3,39.857,-98.543,5.74,1580
2013,5,28,KS,3,39.6676,-96.1213,4.4,900
2013,5,28,KS,3,39.0376,-97.709,2.33,1000
2013,5,31,OK,3,35.485,-98.096,16.2,4576
2013,5,31,MO,3,38.6867,-90.7498,31.71,1760
2013,5,31,MO,3,38.8009,-90.1493,10.64,150
2013,6,12,IA,3,42.8824,-93.6832,6.2,200
2014,12,23,MS,3,31.2273,-89.8331,12.51,880
2014,4,25,NC,3,35.51,-77.12,20.99,350
2014,4,27,AR,4,34.7787,-92.652,41.1,1320
2014,4,28,MS,3,34.2261,-88.8242,30.97,440
2014,4,28,MS,4,32.88,-89.43,33.39,1320
2014,4,28,AL,3,34.7753,-87.2324,15.56,600
2014,4,28,MS,3,32.2291,-90.2225,29.72,400
2014,4,28,MS,3,32.3703,-89.4564,4.27,150
2014,4,28,TN,3,35.0066,-86.5497,26.76,500
2014,4,28,AL,3,34.0957,-86.7598,8.88,350
2014,4,28,MS,3,31.7419,-89.0892,10.46,880
2014,4,28,AL,3,34.1703,-86.0439,11.73,600
2014,4,29,AL,3,32.465,-85.2336,11.45,1200
2014,5,11,NE,3,40.4926,-98.1207,20.21,1300
2014,5,11,NE,3,40.6922,-97.4531,19.14,2640
2014,5,14,OH,3,39.6808,-83.848,8.93,400
2014,5,22,NY,3,42.82,-74.19,6.79,440
2014,6,16,NE,4,41.893,-97.33,12.11,400
2014,6,16,NE,4,41.9528,-97.1369,23.94,500
2014,6,16,NE,4,41.9742,-97.04,11.5,500
2014,6,16,NE,4,42.127,-96.8686,15.84,530
2014,6,16,WI,3,43.0024,-89.5579,0.96,100
2014,6,17,MT,3,45.4783,-104.183,10.0,880
2014,6,17,NE,3,42.5371,-97.2563,3.96,2059
2014,6,18,SD,4,44.0372,-98.4032,11.5,880
2014,6,3,KS,3,39.97,-96.0455,6.33,500
2014,7,27,TN,3,36.4695,-83.9766,4.66,800
2015,11,16,KS,3,37.0933,-100.87,51.26,2000
2015,11,16,TX,3,35.299,-101.021,31.86,750
2015,11,16,TX,3,35.457,-100.966,10.92,500
2015,12,23,MS,3,34.0,-90.71,61.57,800
2015,12,23,MS,4,34.5955,-89.7055,75.09,1300
2015,12,23,TN,3,35.1353,-87.9651,48.38,800
2015,12,26,TX,3,32.4623,-96.909,8.52,125
2015,12,26,TX,4,32.796,-96.5894,13.04,550
2015,4,9,IL,4,41.853,-89.2896,30.14,700
2015,5,10,TX,3,32.4095,-95.619,10.22,700
2015,5,16,TX,3,34.3801,-99.5061,40.41,1600
2015,5,25,OK,3,33.983,-96.2684,18.8,700
2015,5,6,OK,3,35.1576,-97.8032,10.3,1500
2015,5,6,KS,3,37.8404,-97.6507,16.48,300
2015,5,6,KS,3,39.8584,-97.5478,1.87,100
2015,5,6,OK,3,35.4061,-97.4769,2.0,700
2015,5,9,TX,3,32.3032,-99.0133,3.79,1400
2015,6,22,IA,3,41.1657,-93.1169,11.12,575
2015,6,22,IL,3,41.3082,-88.3823,16.26,1320
2015,6,4,CO,3,40.25,-105.08,6.71,440
2015,7,13,KS,3,38.19,-97.99,5.32,350
2016,10,6,KS,3,38.7815,-97.4704,6.48,140
2016,11,29,AL,3,34.4406,-87.0913,6.2,175
2016,11,30,AL,3,34.69,-85.78,13.48,206
2016,11,30,TN,3,35.1109,-84.7264,4.6,155
2016,2,15,FL,3,30.8707,-87.381,16.45,300
2016,2,23,LA,3,29.9903,-91.0794,7.78,350
2016,2,23,FL,3,30.4907,-87.2052,2.99,300
2016,2,24,VA,3,37.2318,-78.8576,16.89,400
2016,2,24,VA,3,37.8001,-76.9989,30.34,500
2016,5,10,KY,3,36.7551,-88.7525,19.03,450
2016,5,22,TX,3,32.25,-101.6411,4.01,500
2016,5,22,TX,3,31.9235,-101.5261,3.71,200
2016,5,23,TX,3,34.3068,-100.7142,9.99,800
2016,5,24,KS,3,37.5031,-100.1355,14.7,675
2016,5,24,KS,3,38.237,-100.1663,11.02,300
2016,5,24,KS,3,37.8614,-100.0489,1.9,150
2016,5,24,KS,3,38.1961,-100.0382,7.7,700
2016,5,24,KS,3,37.8645,-99.2707,8.3,1100
2016,5,25,KS,4,38.9955,-97.4365,25.09,900
2016,5,9,OK,4,34.559,-97.357,8.9,400
2016,5,9,OK,3,34.565,-97.146,16.6,1500
2016,5,9,OK,3,34.391,-96.638,9.06,700
2016,5,9,OK,3,33.9647,-95.9914,13.8,3100
2016,6,11,MT,3,46.31,-104.25,3.0,200
2016,7,7,KS,3,37.96,-96.45,4.19,1144
2016,8,24,IN,3,40.4613,-86.1884,8.63,300
2016,8,24,IN,3,41.1475,-84.9187,5.16,500
2016,8,27,ND,3,47.49,-97.1,3.0,300
2017,1,21,MS,3,31.1855,-89.4799,31.06,900
2017,1,22,GA,3,30.9998,-83.5841,24.66,700
2017,1,22,GA,3,31.4373,-84.3447,70.4,2200
2017,2,28,IL,3,41.3239,-88.9504,11.5,800
2017,2,28,IL,3,40.9128,-89.3609,17.77,600
2017,2,28,MO,4,37.7238,-90.0055,53.47,1100
2017,2,28,IL,3,38.137,-88.1148,44.13,440
2017,2,7,LA,3,30.0105,-90.0,10.09,600
2017,2,7,LA,3,30.621,-90.903,6.43,350
2017,3,6,MO,3,38.959,-94.2394,17.74,400
2017,4,14,TX,3,34.572,-102.359,3.55,1936
2017,4,29,TX,4,32.2572,-96.018,21.42,1760
2017,4,29,TX,3,32.3991,-95.8756,39.71,1760
2017,5,16,WI,3,45.2529,-92.1619,82.53,1320
2017,5,16,KS,3,38.1987,-99.0186,26.64,300
2018,12,1,IL,3,39.414,-89.395,12.49,900
2018,12,2,GA,3,30.78,-81.55,7.09,900
2018,3,19,AL,3,33.8453,-85.9472,34.99,2175
2018,4,15,VA,3,37.3264,-79.241,20.4,600
2018,5,1,KS,3,38.94,-97.883,15.78,880
2018,6,26,KS,3,37.8115,-96.3084,9.15,500
2018,6,28,SD,3,45.4092,-104.0405,3.59,900
2018,6,1,WY,3,44.329,-105.711,3.76,200
2018,6,6,WY,3,41.469,-105.676,11.3,600
2018,7,19,IA,3,41.4602,-92.9371,9.17,800
2018,7,19,IA,3,42.0829,-93.0275,8.41,1200
2018,7,28,WY,3,42.6452,-105.5134,4.44,350
2019,10,20,TX,3,32.8685,-96.9149,15.76,1300
2019,12,16,LA,3,30.8471,-93.2657,62.61,550
2019,12,16,MS,3,31.194,-90.8942,29.28,880
2019,12,16,MS,3,31.3902,-89.5764,5.83,560
2019,12,16,MS,3,31.7925,-89.6781,18.63,1320
2019,12,16,MS,3,31.672,-89.1726,61.19,350
2019,2,23,MS,3,33.4865,-88.4346,9.74,440
2019,3,3,AL,4,32.4472,-85.4818,68.04,1600
2019,3,3,FL,3,30.4934,-84.1262,8.83,700
2019,4,13,TX,3,30.8832,-96.6999,32.48,250
2019,4,13,TX,3,31.428,-95.2718,41.13,880
2019,4,19,VA,3,36.8564,-79.8906,8.11,250
2019,4,25,LA,3,32.5112,-92.6729,11.15,1000
2019,4,30,OK,3,33.9711,-96.2071,27.6,1400
2019,5,17,NE,3,40.6119,-100.2722,2.12,400
2019,5,17,KS,3,37.3497,-100.1384,29.62,600
2019,5,18,TX,3,31.5142,-100.0926,18.01,1760
2019,5,18,TX,3,31.835,-99.7791,5.79,1760
2019,5,18,TX,3,31.8604,-99.5939,7.84,300
2019,5,20,TX,3,31.7333,-102.3041,5.8,225
2019,5,21,KS,3,39.9243,-95.9335,5.9,300
2019,5,22,KS,3,37.1096,-94.6244,9.22,440
2019,5,22,MO,3,37.308,-94.2343,11.29,880
2019,5,22,MO,3,38.3344,-92.6132,32.68,1500
2019,5,23,TX,3,36.4807,-100.1212,15.7,1500
2019,5,25,OK,3,35.5,-97.955,2.2,75
2019,5,27,IA,3,40.667,-91.9983,7.27,100
2019,5,27,IN,3,40.981,-86.1276,13.72,800
2019,5,27,IN,3,40.577,-85.392,12.76,1200
2019,5,27,OH,3,40.5515,-84.6911,10.84,250
2019,5,27,OH,3,39.9759,-84.4679,10.49,1320
2019,5,27,OH,4,39.8243,-84.4632,18.17,1050
2019,5,27,OH,3,39.769,-84.1092,9.92,1230
2019,5,28,KS,4,38.8381,-95.3665,29.07,1760
2019,8,20,IA,3,41.2582,-93.5239,5.4,710
2019,9,24,WI,3,44.8649,-91.6908,6.97,725
2020,3,28,AR,3,35.8094,-90.6852,12.53,600
2020,3,3,TN,3,36.1717,-86.9562,60.13,1600
2020,3,3,TN,4,36.1715,-85.6628,8.39,900
2020,4,12,LA,3,32.4706,-92.1699,8.01,300
2020,4,12,LA,3,32.6215,-92.0977,2.6,400
2020,4,12,MS,4,31.2763,-90.1732,21.17,1936
2020,4,12,MS,4,31.4641,-89.7579,67.43,3960
2020,4,12,MS,3,31.3712,-90.1101,83.22,2041
2020,4,12,GA,3,34.9407,-85.2582,19.34,1500
2020,4,13,GA,3,32.8496,-84.3335,16.63,1200
2020,4,13,GA,3,33.0298,-84.033,5.3,300
2020,4,13,SC,3,34.617,-83.084,16.71,1000
2020,4,13,SC,3,33.2751,-81.7048,37.88,800
2020,4,13,SC,3,33.2754,-81.5438,8.49,50
2020,4,13,SC,3,33.3158,-81.3944,35.68,770
2020,4,13,SC,3,33.3177,-81.2903,1.39,40
2020,4,13,SC,3,33.2071,-81.2742,5.37,800
2020,4,13,SC,4,32.7045,-81.2899,23.73,1300
2020,4,13,SC,3,33.1816,-79.9901,5.74,400
2020,4,19,MS,4,31.0707,-89.9646,53.76,2275
2020,4,22,TX,3,30.8409,-95.1824,28.51,1100
2020,5,17,LA,3,30.4597,-92.2678,3.93,100
2020,7,8,MN,4,46.09,-95.94,8.86,650
2020,8,3,NC,3,35.887,-76.89,10.0,600
2021,10,24,MO,3,37.7049,-90.4095,16.74,450
2021,10,24,MO,3,37.5425,-90.3921,18.84,880
2021,12,10,AR,4,35.7867,-90.5511,81.17,1800
2021,12,10,MO,3,38.598,-90.907,24.77,150
2021,12,10,IL,3,38.757,-90.058,4.22,300
2021,12,10,TN,4,36.483,-89.135,168.53,2600
2021,12,10,TN,3,36.12,-89.26,122.62,2000
2021,12,11,KY,3,36.8594,-87.0315,28.02,1400
2021,12,11,KY,3,36.916,-86.618,29.26,440
2021,12,11,KY,3,37.408,-85.427,14.54,450
2021,1,25,AL,3,33.5965,-86.8256,10.4,900
2021,2,15,NC,3,33.9118,-78.5096,21.9,275
2021,3,25,AL,3,32.9386,-87.5753,11.11,1400
2021,3,25,AL,3,33.1157,-87.1707,50.13,1140
2021,3,25,AL,3,33.7026,-86.1053,38.17,1700
2021,3,25,AL,3,32.6892,-87.7387,79.66,2300
2021,3,25,GA,4,33.2533,-85.1895,38.56,1850
2021,4,10,LA,3,30.666,-91.9586,8.71,200
2021,4,27,TX,3,33.751,-99.921,8.4,400
2021,6,20,IL,3,41.7451,-88.1947,17.6,600
2021,7,14,IA,3,42.2605,-94.7834,10.81,505
2021,7,29,PA,3,40.13,-75.005,3.4,530
2021,8,7,WI,3,43.1305,-90.7199,9.38,1100
2021,9,1,NJ,3,39.6769,-75.25,12.37,400
2022,11,29,LA,3,31.9743,-92.0655,7.9,300
2022,11,30,MS,3,31.3351,-88.5049,19.03,500
2022,11,4,TX,4,33.5995,-95.749,44.71,1700
2022,11,4,TX,4,33.5047,-95.2418,60.23,1056
2022,11,4,TX,3,33.0218,-94.8157,16.91,650
2022,11,4,TX,3,33.3163,-94.5625,15.65,800
2022,12,13,LA,3,32.772,-92.4683,9.06,500
2022,3,21,TX,3,33.0446,-98.3298,34.5,880
2022,3,22,MS,3,32.6016,-88.8976,9.21,800
2022,3,22,LA,3,29.8849,-90.0535,11.47,320
2022,3,30,AR,3,36.122,-94.156,5.2,350
2022,3,30,AL,3,32.7471,-87.1201,29.24,1200
2022,3,31,FL,3,30.6376,-85.5108,12.14,200
2022,3,5,IA,4,41.2334,-94.2013,70.57,900
2022,3,5,IA,3,40.9405,-93.3854,11.28,350
2022,4,12,TX,3,30.8846,-97.788,16.55,770
2022,4,29,KS,3,37.6262,-97.193,12.65,250
2022,4,5,GA,3,32.548,-83.6024,3.89,820
2022,4,5,SC,3,32.9286,-81.3756,13.28,1000
2022,4,5,GA,4,32.1202,-81.6561,14.39,1300
2022,4,5,SC,3,33.0993,-81.218,34.49,500
2022,5,20,MI,3,44.9743,-84.8794,17.54,200
2022,5,30,SD,3,44.7958,-96.8255,13.31,100
2022,5,4,TX,3,33.935,-99.616,23.1,600
2023,12,9,TN,3,36.5746,-87.4718,47.22,600
2023,1,12,AL,3,32.5212,-86.7312,82.31,1500
2023,1,12,GA,3,33.1654,-84.4785,31.16,2200
2023,1,24,TX,3,29.5958,-95.2483,23.3,1000
2023,3,24,MS,4,32.84,-91.0,59.23,1320
2023,3,24,MS,3,33.31,-90.04,29.43,1550
2023,3,24,MS,3,33.8527,-88.7576,36.56,1600
2023,3,26,GA,3,32.8984,-85.1856,21.54,500
2023,3,31,AR,3,34.7251,-92.4824,34.23,800
2023,3,31,IA,3,41.0615,-92.3334,26.09,1000
2023,3,31,IA,4,41.31,-92.03,19.9,700
2023,3,31,AR,3,35.1818,-90.9611,72.55,1600
2023,3,31,TN,3,35.4621,-89.8323,39.18,2000
2023,3,31,IL,3,38.9018,-88.0604,40.89,700
2023,3,31,IN,3,39.2978,-86.7282,5.92,400
2023,3,31,IN,3,39.5363,-86.1042,5.48,316
2023,3,31,IN,3,40.4811,-85.5929,6.35,200
2023,3,31,TN,3,35.1559,-88.8175,86.01,1400
2023,4,19,OK,3,35.082,-97.634,10.9,1200
2023,4,19,OK,3,35.229,-97.111,0.6,250
2023,4,30,VA,3,36.883,-76.086,4.5,350
2023,4,1,AL,3,34.9746,-86.5738,12.03,215
2023,4,1,DE,3,38.757,-75.6398,14.3,700
2023,4,4,IL,3,40.3308,-90.3233,19.92,600
2023,6,15,TX,3,36.4135,-100.8302,6.31,880
2023,6,18,MS,3,32.0179,-89.2884,6.46,1350
2023,6,21,TX,3,34.12,-100.85,9.14,600
2023,6,23,CO,3,37.89,-102.38,13.12,320
2023,7,19,NC,3,36.0009,-77.8778,13.53,600
2023,8,7,NY,3,43.46,-75.51,16.0,700
2023,8,8,CO,3,40.1455,-102.9141,15.65,212
2024,10,9,FL,3,26.8878,-81.0381,15.46,250
2024,10,9,FL,3,26.5555,-80.3321,32.89,457
2024,10,9,FL,3,27.374,-80.427,21.24,500
2024,11,3,OK,3,35.364,-97.438,2.4,400
2024,11,3,OK,3,34.291,-97.969,21.7,500
2024,11,3,OK,3,35.4,-97.242,25.1,1000
2024,12,28,TX,3,30.15,-95.33,10.34,1675
2024,12,28,TX,3,29.65,-94.7,67.88,880
2024,12,28,MS,3,31.3773,-90.8606,25.98,1500
2024,1,9,FL,3,30.1384,-85.7526,5.2,550
2024,3,14,OH,3,40.5193,-84.1664,31.33,1000
2024,3,14,IN,3,40.1785,-85.1251,41.34,700
2024,4,26,NE,3,41.2028,-98.6199,9.31,600
2024,4,26,NE,3,40.8575,-96.6121,5.25,700
2024,4,26,NE,4,41.2,-96.33,31.89,1900
2024,4,26,IA,3,41.26,-95.9,19.06,550
2024,4,26,IA,3,41.18,-95.73,13.31,900
2024,4,26,IA,3,41.32,-95.62,40.27,1900
2024,4,27,OK,3,34.474,-96.992,9.91,440
2024,4,27,OK,3,35.001,-96.442,27.9,1760
2024,4,27,OK,4,33.915,-97.144,26.8,900
2024,4,30,KS,3,39.39,-96.44,2.24,100
2024,5,21,IA,3,40.856,-95.201,33.86,1300
2024,5,21,IA,4,40.8996,-94.9285,40.65,1600
2024,5,22,TX,3,31.5844,-101.1025,4.79,400
2024,5,25,TX,3,33.526,-97.745,47.27,1400
2024,5,25,OK,3,36.3072,-95.7651,23.9,2000
2024,5,25,TX,3,33.3542,-96.7565,0.71,175
2024,5,25,OK,3,36.3013,-94.6176,7.9,3200
2024,5,26,AR,3,36.1745,-93.0533,21.6,2000
2024,5,26,AR,3,36.1943,-92.6909,34.6,1760
2024,5,26,MO,3,36.8013,-89.7204,19.57,300
2024,5,26,MO,3,37.0177,-91.7876,12.42,750
2024,5,26,IL,3,37.5804,-89.0161,4.87,300
2024,5,26,KY,3,37.1103,-88.069,34.14,700
2024,5,30,TX,3,31.66,-102.07,5.34,250
2024,5,2,TX,3,32.6241,-99.8609,3.29,210
2024,5,3,TX,3,31.8374,-100.4901,3.53,350
2024,5,6,OK,4,36.3304,-96.3559,40.8,1700
2024,5,8,TN,3,35.6095,-87.0007,11.53,900
2024,5,8,AL,3,34.7367,-87.2176,3.76,228
2024,5,8,AL,3,34.6407,-85.8578,12.34,880
2024,6,25,NE,3,42.09,-101.54,40.01,500
2024,6,2,TX,3,30.1531,-102.4236,0.91,250
2024,7,9,IN,3,37.93,-87.869,5.84,300
2024,8,8,NC,3,35.6527,-77.9637,6.5,200
2024,9,27,NC,3,35.9744,-77.7994,0.25,100
