yr,mo,dy,st,mag,slat,slon,len,wid
1950,10,9,NC,3,34.17,-78.6,2.0,880
1950,11,4,PA,3,40.2,-76.12,15.9,100
1950,12,2,IL,3,38.75,-89.67,18.0,200
1950,12,2,AR,3,36.12,-91.83,7.8,10
1950,1,13,AR,3,34.4,-94.37,0.6,17
1950,1,3,MO,3,38.77,-90.22,9.5,150
1950,1,3,IL,3,39.1,-89.3,3.6,130
1950,2,11,TX,3,29.67,-95.05,12.0,1000
1950,2,12,TX,3,31.8,-94.2,1.9,50
1950,2,12,LA,4,31.97,-94.0,82.6,100
1950,2,12,LA,3,31.63,-93.65,74.5,100
1950,3,26,AR,3,36.15,-91.83,5.7,200
1950,3,26,AR,3,34.98,-91.73,14.9,1760
1950,4,18,AL,3,30.67,-88.2,14.0,100
1950,4,28,OK,3,34.88,-99.28,20.8,400
1950,4,28,TX,4,32.42,-99.5,1.3,233
1950,4,28,OK,4,35.08,-96.4,4.5,200
1950,4,2,AR,3,35.75,-91.22,2.5,10
1950,5,18,KS,3,38.12,-96.82,14.9,100
1950,5,4,KS,4,38.03,-99.12,34.3,150
1950,5,5,KS,3,39.62,-95.62,17.3,440
1950,6,13,ND,3,46.8,-97.92,2.0,10
1950,6,14,ND,3,48.92,-103.77,23.7,10
1950,6,15,IA,3,41.98,-93.6,5.6,300
1950,6,25,WI,4,45.58,-89.58,13.1,880
1950,6,25,WI,3,43.95,-88.95,0.1,300
1950,6,3,MS,3,33.08,-89.58,2.0,50
1950,6,5,TX,3,30.18,-96.4,23.9,67
1950,6,8,KS,4,38.33,-97.93,17.1,700
1950,7,15,NE,4,41.8,-96.6,10.0,440
1950,7,19,OH,3,40.72,-84.08,9.7,300
1951,11,13,MO,3,36.62,-89.75,1.0,27
1951,11,13,KY,3,37.02,-88.33,2.0,10
1951,12,6,IL,3,41.33,-89.18,21.9,150
1951,1,6,LA,3,31.3,-92.47,16.8,317
1951,2,20,MS,3,33.45,-88.87,0.1,10
1951,3,2,KS,3,39.43,-98.55,38.1,10
1951,4,21,MS,3,31.68,-89.25,33.5,10
1951,4,30,KS,3,37.63,-98.75,12.8,440
1951,4,30,OK,3,35.43,-97.58,7.4,200
1951,5,14,KS,3,39.78,-101.33,0.1,10
1951,5,18,TX,4,33.42,-98.75,2.0,200
1951,5,20,KS,3,37.9,-101.2,12.8,900
1951,5,20,KS,3,39.78,-101.38,0.1,10
1951,5,25,KS,3,39.27,-97.18,4.1,440
1951,6,19,MN,4,44.88,-94.37,52.6,330
1951,6,21,IN,3,41.12,-86.48,5.4,1760
1951,6,27,KS,4,39.03,-99.88,0.8,300
1951,6,27,IL,3,39.95,-89.17,9.6,300
1951,6,27,IL,3,40.27,-89.47,18.2,200
1951,6,1,IA,3,42.07,-92.92,1.5,880
1951,6,6,KS,3,37.58,-101.37,44.8,10
1951,6,6,TX,3,35.43,-101.18,10.4,100
1951,6,8,OK,3,35.38,-98.8,10.9,173
1951,7,20,MN,3,44.93,-93.5,11.6,10
1951,8,21,CT,3,41.58,-72.5,0.1,10
1951,9,12,WI,3,44.63,-92.08,24.4,200
1951,9,26,WI,4,44.33,-89.3,26.4,100
1951,9,26,WI,4,43.47,-89.25,9.0,100
1952,11,16,MO,3,40.45,-95.07,21.6,600
1952,12,9,KY,3,37.68,-87.3,35.0,880
1952,2,13,AL,3,33.57,-87.67,5.6,100
1952,2,13,AL,3,33.6,-86.93,0.1,200
1952,2,13,TN,3,35.22,-86.6,7.4,350
1952,2,13,TN,4,35.2,-86.3,12.7,100
1952,2,13,TN,3,35.25,-85.83,5.1,400
1952,2,29,TN,4,35.15,-86.58,2.0,300
1952,2,29,AL,3,34.5,-85.7,3.3,400
1952,3,10,LA,3,32.23,-93.65,50.9,650
1952,3,21,AR,4,34.02,-94.02,13.0,833
1952,3,21,AR,3,34.72,-92.82,17.7,440
1952,3,21,AR,4,35.22,-91.7,14.6,1760
1952,3,21,AR,4,34.9,-91.85,7.6,10
1952,3,21,AR,3,34.53,-91.8,16.2,10
1952,3,21,AR,3,35.13,-91.45,17.6,600
1952,3,21,AR,4,35.0,-91.25,13.1,880
1952,3,21,AR,3,35.47,-91.2,28.5,440
1952,3,21,TN,4,36.02,-89.2,4.7,200
1952,3,21,AR,4,35.42,-91.0,0.1,880
1952,3,21,AR,3,35.6,-90.72,51.8,880
1952,3,21,AR,3,35.53,-90.42,9.4,200
1952,3,21,AR,3,35.67,-90.52,39.7,880
1952,3,21,MO,4,36.05,-89.82,6.5,880
1952,3,21,TN,3,35.95,-89.43,18.1,1000
1952,3,21,TN,4,36.1,-89.27,2.0,200
1952,3,21,MS,4,34.87,-89.68,29.6,427
1952,3,21,TN,3,35.85,-88.67,0.1,100
1952,3,21,TN,3,36.02,-88.27,5.1,177
1952,3,21,TN,4,35.27,-88.98,46.8,177
1952,3,22,KY,3,37.53,-85.72,2.7,10
1952,3,22,AL,4,34.6,-87.0,21.6,100
1952,3,3,AL,3,33.33,-87.9,3.3,440
1952,3,3,GA,3,32.8,-83.68,4.3,400
1952,4,21,TX,4,31.5,-97.45,2.3,200
1952,4,30,TX,3,31.45,-100.47,0.5,100
1952,4,4,LA,3,30.17,-92.87,36.7,100
1952,4,5,PA,3,39.8,-76.98,17.5,10
1952,5,10,SC,3,34.8,-82.25,22.7,83
1952,5,11,GA,3,31.37,-83.25,4.3,200
1952,5,15,CO,3,40.33,-104.57,7.4,150
1952,5,22,KS,4,38.98,-95.22,26.9,440
1952,6,10,ND,3,47.07,-104.0,8.8,300
1952,6,15,ND,3,47.4,-99.55,1.7,10
1952,6,23,IA,4,42.75,-95.85,24.1,400
1952,6,23,WI,3,45.42,-92.63,18.2,100
1952,7,19,MT,3,46.37,-104.28,55.5,10
1952,7,19,MT,3,46.97,-104.25,16.4,10
1952,7,1,ND,3,46.07,-96.95,0.5,10
1952,7,1,ND,4,47.05,-100.5,48.0,150
1952,8,13,NE,3,41.47,-97.28,44.4,1300
1952,8,13,NE,4,41.22,-96.58,26.7,110
1952,8,7,KS,3,39.0,-98.52,4.7,10
1952,9,17,NC,3,35.95,-75.6,1.0,50
1953,10,20,CO,3,38.13,-104.03,11.9,880
1953,12,1,TX,3,29.5,-97.93,5.1,1760
1953,12,2,TX,3,30.5,-96.97,3.3,100
1953,12,3,LA,4,31.07,-93.05,85.5,300
1953,12,3,MS,3,32.73,-91.07,18.8,300
1953,12,5,MS,5,32.33,-90.9,9.0,500
1953,1,20,AL,3,33.8,-87.23,1.5,50
1953,1,23,AL,3,31.53,-88.0,6.5,300
1953,2,20,AL,3,34.7,-87.7,0.1,20
1953,2,6,LA,3,30.48,-90.7,15.6,400
1953,3,13,TX,4,33.28,-99.95,13.9,50
1953,3,13,OK,3,34.88,-97.7,1.0,100
1953,3,13,OK,3,33.92,-97.27,45.3,200
1953,3,14,AR,3,35.22,-93.95,40.1,880
1953,3,14,AR,3,35.28,-93.28,12.2,880
1953,3,14,TN,3,35.53,-88.97,24.7,100
1953,3,15,NC,3,35.77,-78.1,30.1,27
1953,3,21,IA,3,43.27,-94.63,31.8,400
1953,4,18,AL,3,32.6,-85.58,39.8,400
1953,4,23,AR,3,35.48,-94.22,0.1,880
1953,4,28,TX,3,30.0,-97.17,0.5,200
1953,4,28,TX,3,29.55,-98.53,4.9,200
1953,4,28,TX,4,29.57,-98.7,1.0,1760
1953,4,30,GA,4,32.6,-83.6,1.0,333
1953,4,30,GA,3,32.7,-83.35,2.0,10
1953,4,6,AL,3,33.32,-87.0,0.5,37
1953,4,9,IL,3,40.18,-88.22,156.7,750
1953,5,10,KS,3,38.35,-96.67,52.2,10
1953,5,10,IA,4,40.87,-93.33,6.4,10
1953,5,10,IA,4,43.07,-93.52,26.6,10
1953,5,10,IA,4,43.45,-92.4,162.0,100
1953,5,10,IA,3,42.95,-91.33,6.6,400
1953,5,11,TX,4,31.53,-100.58,9.9,880
1953,5,11,TX,5,31.55,-97.15,20.9,583
1953,5,16,TX,3,31.23,-95.57,5.2,10
1953,5,17,LA,3,32.47,-91.75,41.6,100
1953,5,20,IA,3,42.15,-93.7,116.1,400
1953,5,20,IA,3,41.98,-91.57,38.6,400
1953,5,21,MI,4,42.92,-82.6,10.0,1760
1953,5,24,MT,3,46.98,-104.18,9.3,400
1953,5,29,ND,5,46.45,-100.67,14.8,600
1953,5,1,AL,4,33.22,-85.93,12.1,440
1953,5,1,AL,4,32.25,-88.38,0.1,100
1953,5,2,TN,4,35.52,-84.78,4.2,33
1953,5,9,KS,3,39.8,-97.9,13.5,10
1953,5,9,NE,3,40.25,-97.57,46.9,880
1953,6,27,IA,5,41.45,-94.7,0.1,100
1953,6,5,NE,3,40.18,-101.67,9.8,10
1953,6,5,OK,3,34.63,-97.17,16.9,10
1953,6,7,NE,4,41.33,-99.13,15.0,440
1953,6,7,NE,3,41.7,-98.02,8.0,250
1953,6,7,IA,3,42.55,-94.7,30.7,200
1953,6,8,MI,4,41.78,-83.57,5.4,200
1953,6,8,OH,4,41.22,-83.9,118.0,100
1953,6,8,MI,3,42.2,-84.0,11.3,70
1953,6,8,MI,3,42.58,-83.7,9.1,200
1953,6,8,MI,3,44.82,-83.47,1.8,100
1953,6,8,MI,5,43.1,-83.85,18.9,833
1953,6,8,MI,4,43.15,-83.18,33.8,833
1953,6,9,MA,4,42.47,-72.17,34.9,900
1953,6,9,NH,3,42.97,-70.97,1.5,100
1953,6,9,MA,3,42.17,-71.77,28.0,667
1954,10,11,KS,3,38.93,-99.22,8.6,10
1954,10,11,IN,3,39.45,-86.12,4.7,100
1954,10,22,TX,3,28.15,-97.43,20.5,333
1954,12,28,MS,3,31.63,-89.18,11.5,250
1954,12,5,AL,3,32.68,-85.42,51.0,200
1954,12,5,AL,3,33.78,-86.0,24.7,100
1954,2,15,AR,3,35.48,-93.48,1.0,100
1954,2,16,AR,3,35.52,-90.22,2.0,880
1954,3,13,AL,3,32.33,-85.03,7.0,1480
1954,3,13,GA,3,32.53,-84.37,49.5,300
1954,3,24,AR,3,36.35,-94.28,20.6,400
1954,3,24,MO,3,36.72,-93.67,1.0,300
1954,3,25,MO,4,37.32,-92.23,12.1,100
1954,3,25,MO,3,38.8,-90.8,21.6,20
1954,4,20,NE,3,40.58,-100.13,5.9,1760
1954,4,30,TX,3,30.42,-97.45,139.9,880
1954,4,30,OK,3,34.0,-95.52,1.0,150
1954,4,30,TX,3,32.92,-94.72,86.3,50
1954,4,30,TX,3,33.4,-94.63,111.6,1760
1954,4,30,AR,3,35.63,-94.4,40.7,440
1954,4,30,IA,4,42.1,-91.75,80.4,200
1954,4,5,MO,4,40.55,-95.38,6.3,900
1954,4,5,IA,3,40.6,-95.23,5.2,667
1954,4,7,IL,3,40.88,-88.42,42.6,400
1954,5,10,CT,3,41.92,-72.47,0.3,33
1954,5,17,NM,3,32.97,-103.37,0.1,10
1954,5,30,NE,4,41.73,-97.73,29.9,400
1954,5,1,TX,4,33.98,-99.72,68.6,440
1954,5,1,OK,3,34.23,-98.62,12.3,10
1954,5,1,OK,3,34.62,-98.0,6.2,100
1954,5,1,OK,3,34.17,-98.25,8.0,300
1954,5,1,OK,4,35.4,-97.37,59.2,10
1954,5,2,AR,3,34.5,-91.55,0.4,50
1954,5,2,TX,3,32.22,-95.67,0.1,10
1954,6,13,AR,3,35.68,-90.1,2.5,833
1954,6,17,NE,3,42.08,-97.05,23.6,163
1954,6,18,SD,3,42.85,-97.88,10.6,10
1954,6,18,SD,3,43.03,-97.5,0.1,30
1954,6,18,SD,3,43.05,-97.32,12.8,33
1954,6,19,SD,3,43.48,-96.72,0.1,43
1954,6,1,TX,3,34.02,-100.3,13.4,267
1954,6,1,TX,3,33.95,-98.67,5.9,50
1954,6,1,TX,3,34.1,-98.57,0.1,10
1954,6,9,IA,4,42.28,-94.72,9.9,440
1954,7,18,TX,3,32.32,-94.52,0.8,880
1954,9,18,FL,3,27.42,-80.33,0.1,10
1955,10,28,AR,3,33.8,-91.27,1.0,100
1955,11,15,AR,3,35.48,-92.03,36.5,133
1955,11,15,AR,3,35.43,-92.08,0.1,10
1955,11,15,AR,3,35.9,-91.08,3.8,880
1955,11,15,IN,3,37.97,-87.53,2.0,50
1955,11,15,OH,3,40.1,-84.77,21.0,400
1955,3,14,MO,3,39.65,-94.25,9.8,250
1955,3,20,MO,3,36.75,-89.37,3.6,250
1955,3,22,PA,3,39.97,-75.62,9.6,600
1955,3,1,OH,3,41.27,-80.67,2.5,40
1955,3,4,KY,3,37.72,-84.45,8.9,10
1955,4,12,TX,3,32.05,-95.52,5.6,300
1955,4,18,TX,3,35.4,-100.1,8.9,100
1955,4,22,MO,3,36.67,-89.52,12.4,10
1955,4,23,IA,3,40.72,-94.35,5.4,440
1955,4,24,AL,4,34.35,-87.05,8.6,200
1955,4,6,TX,3,33.63,-96.6,30.2,67
1955,4,6,TX,3,33.43,-98.4,21.7,10
1955,4,6,TX,3,33.57,-97.22,15.1,10
1955,5,25,TX,4,35.0,-100.22,45.1,1100
1955,5,25,OK,3,36.7,-97.62,13.3,440
1955,5,25,OK,5,36.72,-97.28,28.4,500
1955,5,25,OK,5,36.88,-97.15,56.4,1320
1955,5,26,AR,3,34.7,-93.07,28.8,1000
1955,5,3,WI,3,45.33,-89.72,6.8,10
1955,6,17,TX,3,34.85,-100.22,16.2,67
1955,6,26,WY,3,41.97,-104.32,2.0,27
1955,6,27,WY,3,41.88,-105.02,2.0,100
1955,6,27,NE,4,41.93,-103.8,26.0,10
1955,6,4,KS,4,39.52,-98.53,61.9,500
1955,6,4,KS,4,37.48,-100.03,72.2,100
1955,6,4,KS,3,38.07,-98.6,6.8,400
1955,6,4,KS,3,38.25,-98.42,5.9,200
1955,7,31,CO,3,37.43,-105.43,0.5,100
1955,7,1,ND,3,46.38,-100.3,1.3,40
1955,7,2,ND,4,46.5,-97.0,9.1,150
1955,7,2,MN,3,46.52,-96.7,18.7,440
1955,7,5,ND,4,48.43,-102.33,28.0,100
1955,7,7,MN,4,44.48,-96.2,30.0,10
1955,8,30,NY,3,42.33,-76.92,1.0,200
1956,10,29,NE,4,40.7,-101.22,147.7,440
1956,10,29,NE,3,40.12,-100.12,65.5,10
1956,10,29,KS,3,38.1,-99.48,14.9,440
1956,10,29,KS,3,38.85,-98.62,28.7,200
1956,10,29,KS,3,38.37,-98.77,0.6,147
1956,1,28,AR,3,35.2,-92.45,23.0,150
1956,2,14,AR,3,35.17,-93.0,33.0,300
1956,2,16,MS,3,33.8,-88.67,8.0,200
1956,2,17,TN,3,35.15,-87.3,10.4,1760
1956,2,24,MO,4,38.45,-90.92,77.6,500
1956,2,27,TN,3,36.47,-86.65,15.0,100
1956,3,6,IL,3,40.63,-88.0,9.4,500
1956,3,6,IN,4,40.57,-85.57,1.9,47
1956,4,10,FL,3,26.0,-80.23,7.8,200
1956,4,15,AL,4,33.5,-86.97,21.3,200
1956,4,28,NE,3,40.25,-97.38,39.3,10
1956,4,29,AR,3,34.55,-90.77,3.3,50
1956,4,2,KS,3,38.53,-98.55,5.4,10
1956,4,2,OK,3,36.68,-98.67,20.0,400
1956,4,2,KS,3,38.35,-98.57,20.1,350
1956,4,2,KS,3,38.25,-96.87,127.0,790
1956,4,2,OK,4,36.82,-96.97,108.3,880
1956,4,2,OK,3,35.5,-97.0,42.6,300
1956,4,3,OK,3,34.15,-95.22,2.0,100
1956,4,3,OK,4,36.77,-94.97,41.8,400
1956,4,3,WI,4,43.93,-88.97,11.5,440
1956,4,3,KY,3,37.52,-87.67,22.9,223
1956,4,3,MI,5,42.65,-86.22,58.8,400
1956,4,3,TN,4,35.58,-88.47,11.6,100
1956,4,3,MI,4,44.38,-86.26,50.3,400
1956,4,3,MI,3,42.27,-86.13,60.6,200
1956,4,3,IN,3,40.98,-85.97,1.5,70
1956,4,5,TX,3,30.68,-96.37,5.2,67
1956,4,8,OK,3,36.38,-97.9,7.3,400
1956,4,8,OK,3,36.25,-97.67,7.7,400
1956,5,12,MI,4,43.0,-83.68,6.6,100
1956,5,12,MI,4,42.25,-83.22,6.8,400
1956,5,3,AL,3,31.6,-86.55,3.8,83
1956,5,5,FL,3,30.43,-87.23,1.0,50
1956,6,17,TX,3,33.82,-102.18,1.0,20
1956,6,18,ND,3,47.3,-101.8,10.6,100
1956,6,5,ND,3,47.58,-101.2,0.1,10
1956,6,6,NE,4,40.97,-99.1,2.0,500
1956,7,15,KS,3,39.2,-98.1,7.1,880
1956,7,20,KS,3,38.18,-95.48,69.5,880
1956,8,12,IA,3,41.53,-92.75,5.1,200
1956,8,12,IN,3,41.23,-86.25,23.4,800
1956,8,13,IL,3,40.7,-89.5,3.8,27
1956,8,30,ND,3,46.9,-96.8,5.1,60
1956,8,5,OH,3,41.15,-80.7,0.1,10
1956,8,6,SD,3,43.42,-102.18,28.3,100
1957,10,12,NM,3,32.63,-108.17,8.2,50
1957,10,14,TX,3,30.12,-96.0,1.0,10
1957,10,15,LA,3,30.47,-92.08,37.9,100
1957,10,15,MS,3,32.22,-90.77,17.5,77
1957,10,22,TX,3,30.25,-94.97,4.3,100
1957,11,14,MS,3,33.45,-89.57,7.8,100
1957,11,16,LA,3,31.57,-93.4,1.0,100
1957,11,17,AL,4,33.9,-87.18,7.2,200
1957,11,18,MS,3,31.97,-88.78,9.0,77
1957,11,18,AL,4,33.98,-86.52,26.1,100
1957,11,20,MI,3,42.4,-83.1,1.5,100
1957,11,7,LA,3,30.97,-91.7,3.6,50
1957,11,7,LA,3,31.38,-92.67,13.3,67
1957,11,7,TX,3,29.95,-93.93,3.6,200
1957,11,7,TX,3,29.9,-94.0,1.5,10
1957,11,7,MS,3,33.28,-90.23,31.2,300
1957,11,7,TX,4,30.1,-93.73,12.9,200
1957,11,7,LA,3,30.35,-92.2,9.2,200
1957,11,8,NC,3,35.7,-77.75,46.9,150
1957,12,18,IL,3,37.97,-89.82,20.2,10
1957,12,18,IL,3,37.9,-89.8,17.7,10
1957,12,18,IL,3,38.08,-89.55,2.5,10
1957,12,18,IL,4,38.28,-89.08,16.8,250
1957,12,18,IL,3,37.83,-89.75,5.7,10
1957,12,18,IL,5,38.08,-89.25,5.4,200
1957,12,18,IL,4,37.7,-89.48,28.3,300
1957,12,18,IL,3,38.5,-88.63,19.6,200
1957,12,18,IL,3,38.93,-88.05,4.5,10
1957,12,18,IL,3,38.2,-88.7,2.5,150
1957,12,18,IL,3,38.17,-88.42,19.8,10
1957,12,19,AR,4,33.35,-93.25,17.7,10
1957,12,19,AR,3,34.38,-91.95,3.8,100
1957,1,22,OK,4,35.4,-94.68,0.1,880
1957,1,22,LA,3,32.6,-93.5,1.7,167
1957,3,20,TX,3,30.27,-96.83,7.2,10
1957,3,20,TX,3,30.32,-96.92,16.9,1760
1957,3,21,LA,3,29.5,-90.6,2.0,100
1957,4,18,TX,3,33.7,-96.73,1.0,17
1957,4,19,WI,4,43.87,-90.18,21.1,300
1957,4,19,WI,3,43.73,-90.43,9.0,400
1957,4,21,TX,4,33.6,-102.3,29.2,880
1957,4,21,TX,4,33.43,-101.63,15.5,100
1957,4,22,OK,3,35.1,-98.6,1.0,200
1957,4,24,TX,3,30.27,-97.37,14.7,880
1957,4,25,NE,4,40.58,-97.57,89.8,333
1957,4,25,NE,3,40.37,-97.95,34.7,220
1957,4,25,AR,3,35.8,-90.7,0.5,313
1957,4,26,TX,3,32.38,-94.9,1.0,10
1957,4,26,TX,3,32.48,-94.72,14.2,50
1957,4,2,TX,3,33.28,-96.62,10.7,33
1957,4,2,TX,3,32.85,-96.83,17.2,100
1957,4,2,OK,4,34.0,-96.65,5.2,200
1957,4,2,OK,4,33.93,-96.43,7.9,200
1957,4,2,TX,3,33.03,-97.55,0.1,10
1957,4,3,AR,3,35.8,-90.92,22.6,100
1957,4,4,MS,3,31.88,-89.77,40.2,167
1957,4,4,TN,3,35.05,-88.6,7.3,50
1957,4,8,AL,3,34.12,-87.98,51.4,100
1957,4,8,AL,3,34.32,-86.98,38.8,200
1957,4,8,AL,3,34.3,-86.6,16.3,10
1957,4,8,GA,3,31.85,-83.08,14.7,400
1957,4,8,SC,4,34.63,-80.58,121.4,150
1957,4,8,NC,4,34.68,-79.2,0.8,150
1957,4,8,NC,3,34.83,-78.08,8.0,150
1957,5,13,AR,3,34.22,-93.0,14.7,880
1957,5,13,AR,3,35.07,-92.47,17.5,63
1957,5,15,TX,3,35.02,-101.05,10.2,50
1957,5,15,TX,3,34.65,-101.5,1.0,10
1957,5,15,TX,4,34.47,-101.3,17.0,300
1957,5,20,KS,4,39.38,-97.73,44.6,400
1957,5,20,KS,3,39.57,-97.57,6.1,10
1957,5,20,KS,5,38.45,-95.5,69.4,440
1957,5,20,KS,3,38.5,-95.43,5.6,10
1957,5,20,OK,3,35.35,-95.08,20.4,200
1957,5,21,MN,4,45.58,-92.87,9.2,100
1957,5,21,MO,3,37.55,-91.5,10.2,440
1957,5,21,MO,3,37.77,-90.92,22.2,400
1957,5,21,MO,4,36.95,-91.17,9.1,500
1957,5,21,IL,3,37.57,-89.32,8.5,200
1957,5,21,IL,3,40.5,-90.8,13.7,120
1957,5,22,TX,3,31.9,-96.98,4.1,200
1957,5,23,AR,3,33.62,-91.83,5.2,27
1957,5,24,TX,3,34.18,-102.85,1.9,200
1957,5,24,TX,3,33.17,-101.78,37.3,200
1957,5,24,TX,3,32.32,-101.87,1.5,83
1957,5,24,OK,4,34.27,-98.5,21.6,880
1957,6,12,TX,3,32.68,-96.88,0.1,10
1957,6,14,IL,4,39.75,-89.7,4.3,220
1957,6,14,IN,3,41.07,-86.3,0.1,10
1957,6,15,KS,3,39.7,-99.07,14.3,10
1957,6,15,KS,3,39.77,-98.93,2.0,10
1957,6,20,ND,5,46.9,-97.35,52.4,500
1957,6,21,NE,3,40.9,-97.47,5.4,10
1957,6,28,MS,3,33.22,-88.58,5.4,50
1957,6,9,SD,3,45.03,-99.13,1.0,10
1957,7,16,ND,3,47.25,-98.2,0.1,10
1957,7,19,NE,3,40.78,-98.07,13.8,10
1957,7,4,MI,4,42.52,-83.73,29.9,50
1957,8,4,AZ,3,32.85,-113.2,12.0,10
1957,9,14,OK,4,34.95,-97.25,67.5,440
1958,10,19,FL,3,26.82,-80.67,20.2,440
1958,10,31,FL,3,27.53,-82.63,3.6,200
1958,10,8,MO,3,40.42,-94.63,23.1,300
1958,11,17,OK,3,34.28,-99.4,65.8,50
1958,11,17,OK,3,36.35,-97.72,39.2,10
1958,11,17,OK,3,35.15,-96.67,18.3,300
1958,11,17,KS,3,37.32,-96.52,8.5,880
1958,11,17,MO,3,37.63,-94.57,30.2,400
1958,2,26,MS,3,31.98,-90.53,69.7,60
1958,2,26,MS,3,31.97,-90.1,71.0,60
1958,2,26,MS,3,31.33,-88.9,29.1,100
1958,2,26,TN,3,35.23,-88.25,0.1,10
1958,4,15,FL,4,27.67,-82.62,0.1,300
1958,4,15,FL,3,29.87,-81.3,3.6,73
1958,4,15,FL,3,27.5,-80.57,14.8,10
1958,4,28,TX,3,31.9,-98.6,4.9,880
1958,4,2,TX,3,33.9,-98.5,16.4,333
1958,4,2,TX,3,33.65,-97.9,18.2,300
1958,4,5,IL,3,38.3,-89.87,60.5,100
1958,4,5,IL,3,37.9,-89.33,20.6,100
1958,4,6,AL,3,34.27,-86.22,25.7,100
1958,5,24,MN,3,45.15,-92.95,59.4,50
1958,5,30,ND,3,47.93,-99.8,10.7,10
1958,5,31,KS,3,37.25,-95.2,0.3,100
1958,5,3,TX,3,32.35,-95.22,59.2,440
1958,6,10,KS,4,37.85,-97.02,9.0,300
1958,6,12,KY,3,37.08,-89.0,0.1,10
1958,6,21,OK,3,36.3,-99.75,0.5,67
1958,6,4,WI,5,44.9,-92.33,33.7,880
1958,6,4,WI,4,44.93,-91.47,11.1,600
1958,6,4,WI,3,44.95,-91.17,4.3,300
1958,6,4,WI,4,44.77,-91.27,59.2,880
1958,6,6,TX,3,33.08,-96.08,1.0,50
1958,6,7,KS,3,37.65,-97.27,5.0,1760
1958,7,11,IL,3,39.48,-88.08,4.7,30
1958,7,14,IA,3,41.07,-94.6,14.8,100
1958,7,18,NE,3,40.78,-98.75,3.0,10
1958,7,20,KS,3,38.87,-101.93,3.3,700
1958,7,31,IN,3,39.52,-85.77,0.1,10
1958,8,11,ND,3,47.9,-97.2,0.1,10
1958,9,6,ND,3,46.9,-98.0,2.9,10
1959,10,4,TX,3,32.77,-96.58,27.6,67
1959,11,4,TX,3,32.03,-95.85,25.1,67
1959,11,4,TX,3,32.43,-94.43,15.5,67
1959,1,21,MS,3,34.35,-89.03,33.8,10
1959,1,21,MS,3,32.62,-89.7,26.1,10
1959,1,21,KY,3,37.4,-86.62,6.6,10
1959,2,10,MO,4,38.53,-90.6,23.9,200
1959,2,10,IN,3,38.75,-87.4,3.3,100
1959,2,10,KY,3,38.63,-85.0,1.5,440
1959,2,10,OH,3,39.08,-83.7,10.5,400
1959,3,14,AR,3,35.05,-92.22,18.0,33
1959,3,26,TN,3,36.25,-85.98,19.5,440
1959,3,31,OK,3,36.1,-96.5,3.8,100
1959,3,31,TX,3,33.7,-97.13,6.8,1760
1959,3,31,OK,3,33.88,-96.8,13.2,600
1959,3,31,TX,4,31.85,-97.22,10.4,1760
1959,3,31,AR,3,35.3,-93.75,2.0,300
1959,5,10,IA,4,41.5,-94.63,41.1,400
1959,5,10,TX,3,30.28,-97.72,11.0,667
1959,5,10,TX,3,30.77,-96.6,15.8,333
1959,5,12,AL,3,33.37,-86.95,8.6,440
1959,5,18,KS,3,39.82,-95.62,0.5,100
1959,5,18,KS,3,39.73,-95.33,6.5,400
1959,5,20,IA,4,40.7,-93.15,17.2,440
1959,5,21,TX,3,29.38,-94.77,4.3,67
1959,5,25,TX,3,35.32,-100.68,0.1,10
1959,5,26,WI,3,44.0,-91.42,34.3,67
1959,5,26,OK,3,34.32,-97.45,3.3,60
1959,5,30,SD,3,42.88,-97.28,0.1,10
1959,5,9,OK,3,36.43,-95.12,23.2,880
1959,5,9,OK,3,36.4,-95.8,23.4,50
1959,5,9,IA,3,41.2,-91.98,6.6,200
1959,5,9,OK,4,34.62,-96.58,6.2,900
1959,5,9,IA,3,40.87,-91.78,17.8,250
1959,6,17,FL,3,25.73,-80.28,12.7,333
1959,8,30,OK,3,34.2,-98.58,2.0,100
1959,9,26,MO,4,37.35,-92.67,7.8,100
1959,9,26,AR,3,35.6,-90.3,35.2,667
1959,9,27,OK,4,36.85,-95.25,20.4,440
1959,9,30,VA,3,38.3,-78.43,2.0,100
1959,9,30,VA,3,38.05,-78.62,0.8,200
1959,9,30,VA,3,37.87,-78.3,6.5,880
1960,10,11,TX,3,34.63,-102.72,1.0,100
1960,11,27,KS,3,39.55,-97.65,2.0,167
1960,2,25,FL,3,30.2,-82.63,0.8,100
1960,2,9,AR,3,35.35,-91.32,3.8,100
1960,4,12,TX,3,34.35,-102.3,5.2,100
1960,4,14,AR,3,35.47,-94.28,13.6,833
1960,4,14,AR,3,35.47,-93.4,2.0,100
1960,4,15,KS,3,38.58,-94.65,8.4,500
1960,4,16,IA,3,42.33,-92.58,29.8,800
1960,4,16,MO,3,40.3,-94.43,27.0,300
1960,4,16,KS,3,38.48,-95.28,9.2,77
1960,4,23,WY,3,41.03,-105.22,17.2,33
1960,4,28,OK,3,35.25,-98.33,3.3,100
1960,4,28,KS,3,37.7,-97.58,7.1,440
1960,4,28,OK,3,35.22,-97.95,3.6,200
1960,4,28,OK,3,35.3,-97.83,1.5,200
1960,4,28,OK,3,35.42,-97.55,11.7,333
1960,5,16,KS,3,39.77,-96.48,13.3,10
1960,5,19,KS,4,39.15,-96.33,20.6,10
1960,5,19,KS,4,39.18,-95.95,27.5,880
1960,5,19,KS,3,39.23,-95.43,11.5,10
